Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Mid-Level Software Developer,,"Join Riverside Research's Satellite Collection Planning Suite Development Team! In this role, you will participate in the research, design, development, testing, optimization, and deployment of complex new solutions supporting mission critical programs for defense and intelligence users across the globe. You will work in a dynamic team on developing, debugging, and maintaining software deployed in a cloud environment. This candidate will support developing user interfaces, web services, and data and business logic portions of the code in both pre-mission planning and real-time execution phases of the mission planning process.

Job Responsibilities:

The selected candidate will have experience developing applications in an agile environment leveraging established legacy C#/VB code. You will use your technical expertise and problem solving skills to develop a wide variety of operational grade software solutions to meet government defense and intelligence missions.

Qualifications:

• U.S. Citizenship required.
• Must be eligible to obtain and maintain a TOP SECRET clearance
• B.S. in computer science, engineering, or a related field and professional experience with an emphasis on full lifecycle systems development including system design, development, and maintenance/support.
• 5+ years of strong demonstrated experience in full stack development using .NET and C# with Web Forms and MVC models.
• Demonstrated experience working with relational databases (Microsoft SQL Server 2008 - 2016) and developing database-driven .NET applications.

Desired Qualifications:
• Experience with web-based technologies, methodologies and architectures, including, MVC, JavaScript, CSS, Bootstrap, JQuery, AJAX, and JSON
• Experience with database development and design principles, preferably Oracle
• Experience with satellites, satellite sensor systems, mission planning, or similar domain knowledge

IND1

Riverside Research strives to be one of America’s premier providers of independent, trusted technical and scientific expertise. As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our DoD and Intelligence Community (IC) customers continue delivery of world class programs. As a not-for-profit, technology-oriented Defense Company, we believe service to customers and support of our staff is our mission. Our goal is to serve as a destination company by providing an industry-leading, positive, and rewarding employee experience for all who join us. We aspire to be a valued partner to our customers and to earn their trust through our unwavering commitment to achieve timely, innovative, cost-effective and mission-focused solutions.

All positions at Riverside Research are subject to background investigations. Employment is contingent upon successful completion of a background investigation including criminal history and identity check.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.",3.4,"Riverside Research
3.4","Centreville, VA",,501 to 1000 Employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),
Full Stack JavaScript Developer/ CESIUM 3D Developer,,"JavaScript Software Engineer
Job Description* : The software engineer will design, develop, and test various mathematically intensive software applications. The software engineer will develop visualization scripts that reside within the CESIUM platform. A strong background in mathematics and engineering is required. The ideal candidate has working with modular JavaScript, can write pure JS code, and develop interactive web applications. This position requires the successful candidate to be self-motivated and at times work with little supervision. The ability to interact with other professionals in various sectors is critical.
The essential roles and responsibilities will include:

· 5+ years’ experience with complex JavaScript codebases

· 4+ years’ experience in a frontend development role

· Working experience with ReactJS, AngularJS, RESTFUL APIs, and HTML

· Strong understanding of MySQL database
Minimum Qualifications* : Completion of bachelor’s degree in computer science or engineering with a minimum of 4 years experience in software design and software development . TQualified applicant must be a US citizen.
Location: * Boulder, CO.
Job Type: Full-time

Job Type: Full-time

Pay: $70,000.00 - $85,000.00 per year

Experience:
JavaScript: 5 years (Required)
Education:
Bachelor's (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Schedule:
Monday to Friday",2.9,"SpaceNav
2.9","Boulder, CO",,1 to 50 Employees,,Company - Private,,,Less than $1 million (USD),
Senior Applications Developer,,"We’re a Little Different

Our mission is clear. We bring to life a healing ministry through our compassionate care and exceptional service.

We don’t believe in jobs at Mercy, we believe in careers that match the unique gifts of unique individuals; careers that not only make the most of your skills and talents, but also your heart.

At Mercy, you’ll feel our supportive community every step of your day, especially the tough ones. We’re a team and love working that way. That team is expanding, and we currently have exceptional opportunities to help our communities grow.

You will help transform Mercy and its digital web presence to deliver an exceptional experience for our patients. You will be involved in all aspects of the development process. This includes design, configure, debug, and evaluate custom web applications. You will be working on Angular web applications with integration into Java based services. You will work in an Agile based development environment working closely with our business partners to create/enhance our digital presence. You may occasionally be involved in non-programming aspects of the development process including definition of user requirements, testing, deployment, documentation, and support.

Responsibilities:

Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Write technical documentation

Qualifications:

Because you’re committed to excellence, you understand the importance of being properly prepared for your role at Mercy. That’s why you’ll bring to your role the right set of qualifications:

Education: Bachelor's degree in related field, specialized training, or equivalent work experience Additional Requirements Demonstrates general understanding of full software development life cycle Demonstrates general understanding of code management principles
Experience: Five (5) years of relevant technical or business work experience

Preferred Qualifications

5-7 years of proven experience as a Full Stack Developer or similar role
Experience with developing responsive web applications
Familiarity with common stack
Knowledge of multiple front-end languages and libraries (e.g. HTML5/ CSS, Angular, js, JavaScript, XML)
Knowledge of multiple back-end languages (e.g. Java), frameworks (e.g. Spring, SpringBoot, Hibernate), and web/REST services
Familiarity with databases (e.g. Oracle, MySQL), web servers (e.g. Apache/Tomcat), continuous integration tools (e.g. Git, Jenkins, Nexus, Ansible)
Excellent analysis, communication, and teamwork
Degree in Computer Science or relevant field

We’ll Support You at Work and Home

Our foundations are built on dignity and respect. Modern Healthcare Magazine named us as a “top 100 places to work.” We go out of our way to help people feel welcomed. We offer day-one comprehensive health, vision and dental coverage, PTO, tuition reimbursement and employer-matched retirement funds to benefit-eligible co-workers, including those working 48 hours or more per pay period!

What Makes a Good Match for Mercy

Compassion and professionalism go hand-in-hand with us, along with exceptional quality care. Having a positive outlook and a strong sense of advocacy is in perfect step with our mission and vision. We’re also collaborative and are not afraid to do a little extra to deliver excellent care – that’s just part of our commitment. If that sounds like a fit for you as well, we encourage you to apply.

Mercy has determined this is a safety-sensitive position. The ability to work in a constant state of alertness and in a safe manner is an essential function of this job.",3.4,"Mercy
3.4","Chesterfield, MO",,10000+ Employees,1871,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),
Application Developer,,"The Stowers Institute has an opening for an application developer on the ServiceNow team to provide expertise around development of new features and applications for ServiceNow that will serve the needs of the IT department and the wider organization’s business processes.

The developer will work under the direction of the developer within a software development life cycle framework (Agile) to participate in the planning and prioritization of work within the ServiceNow team’s sprint cycle.

While not the primary responsibility, the individual will sometimes work in a user/customer facing role and should be comfortable with providing a high-quality customer service experience and user training that facilitates positive interactions with the ServiceNow system and team.

Responsibilities include:

· Developing applications and features for the ServiceNow platform

· Developing interfaces between ServiceNow and external systems (data warehouse and MDM, LIMS, SharePoint/365)

· Maintaining and developing service portal widgets using AnglarJS / Bootstrap 3

· Proficiently developing using html / javascript / css

· Using service-oriented architecture do develop web services integrations (SOAP, REST)

· Maintaining administrator documentation as well as user facing documentation for the platform

· Creating and managing service catalog items and workflows to meet the needs of the organization

· Managing test plans for new or modified features

· Other duties as assigned

Successful candidates will have strong communication skills and the ability to actively participate in interdisciplinary teams; the ability to prioritize management of projects/time; demonstrate the capability of high performance in independent work as well as in a team setting; maintain a high degree of initiative, accuracy, and attention to detail; and exhibit creative and out-of-the-box thinking skills.

Minimum requirements include a bachelor’s degree in computer science, information technology or related field OR at least 1-3 years’ experience working in the IT or computer science fields AND:

Additional Preferred Technical Skills:

· Familiarity with LDAP, AD, ADFS

· 1-3 years’ experience working in web development or related discipline

· Familiarity with Change, Problem and Incident management

· Experience working within the Agile software development framework
Application Instructions: * To apply, please submit a current resume and cover letter to careers[at]stowers.org or to Administration Department, Stowers Institute for Medical Research, 1000 E 50th Street, Kansas City, MO 64110.
Job Type: Full-time

Benefits:
401(k)
Dental Insurance
Employee Assistance Program
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Schedule:
Day shift
Work Location:
One location",4.3,"Stowers Institute for Medical Research
4.3","Kansas City, MO",,201 to 500 Employees,,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),
Senior Full-Stack Engineer,,"COVID 19 UPDATE:

We have leaned into the current health crisis with the development of new features like Volusion Curbside. Since March, we have hired more than a dozen new Volusioneers with no signs of slowing down. We are actively interviewing for key roles in order to keep up with our product roadmap goals. During these unprecedented times Volusion continues to provide stability and growth opportunities to our employees and merchants alike.

We are doing our part to flatten the curve so for the time being all interviews will be conducted virtually. As a company ALL employees are currently working remotely.

About us:

Volusion powers thousands of ecommerce sites - from fledgling entrepreneurs like local artists selling handmade goods to mid market businesses processing millions of dollars in online sales every year. If you're a creative professional that has a passion for driving change and you want to better the world with your ideas, we want to hear from you!

About you:

Your gift for analytical processing and bringing projects to perfect resolve has always been your strength. While you don't seek glory or public recognition, you take satisfaction in knowing you're great at what you do and that you're an important part of a winning team. Volusion is seeking a take charge, technical/analytical data-driven perfectionist to fill our open Senior Full-Stack Engineer role.

You will:

Define and drive technical solutions to product features: You will be the technical leader on a feature-focused engineering team tasked with rapid and accurate delivery of product features. You will architect these features through collaboration with the team, connect this architecture with business drivers, and ensure implementation inline with industry best practices.
Build and expand a robust REST API: Our front-ends depend on clearly defined, performant APIs. You will help design our API endpoints and implement them in TypeScript and Node.js to ensure high performance and consistent results.
Communicate, document, and ensure technical consistency across multiple feature and platform teams: We have multiple teams working on multiple features as well as improving the technical foundation of our platform. You will be a member of our cross-functional architecture group making technology and best-practice decisions for all of our feature teams and across engineering.
Define, document, institute, and coordinate engineering best practices: Our platform must be performant, stable, secure, and reliable, and our engineering teams need to deploy routinely while ensuring high quality and repeatability. You will be responsible for working with our teams and our DevOps and operations engineers to implement processes for all of these ""ilities"" across the platform.

We are looking for someone with:

3+ years of technical ownership of a full-stack platform of a product: front-end, middleware, back-end, API, data layer, etc.
3+ years of E-Commerce or SaaS experience
5+ years designing and building REST APIs backed by business logic in Java or a JavaScript variant (for example, Node.js or Typescript)
3+ years building business logic in a JavaScript runtime (Node.js or TypeScript preferred)
3+ years of interacting with databases using SQL either through direct access or frameworks that support SQL querying
Proven technical leadership of development teams from ticketing through delivery
Well-formed opinions on unit, integration, and full system testing philosophy for APIs, deployment through continuous integration, and Agile
A Bachelor of Science Degree in Electrical, Mechanical, Software, or other Engineering discipline

Volusion's Technology Stack:

React (including React hooks), React with Redux, Relay, and server-side and client-side rendering
Public-facing REST APIs backed by TypeScript and Node.js
SQL and no-SQL Databases; specific experience with PostgreSQL and MongoDB is a plus
Google Cloud Platform including Kubernetes, Firebase, and managed database services
Search and caching using Elasticsearch, RediSearch, Algolia, and Redis

Who is also the embodiment of our culture code (we hope you are nodding your head in agreement as you browse through it!):

Humble: Have humility and be respectful; no egos allowed.
Effective: Get stuff done!
Adaptable: Willing to fill any role, anytime. Going above/beyond the call of duty.
Transparent: Open and honest to self and others.
Collaborative: We favor teamwork and take ownership.
A founder: Think big, go fast, and solve for the customer.

Benefits & Perks:

Competitive Compensation Packages
401(k) with Company Matching
Medical, Dental, Vision, and Voluntary Life Insurance
Paid Parental Leave
Flexible Paid Time Off
Remote Work Flexibility
Two Volunteer Days Off
Professional Development Opportunities for Career and Skills Advancement
On-site Fitness and Yoga Classes
Casual Dress
Breakfast Taco Fridays
Endless Supply of Tiny House Nitro Coffee, Bevi sparkling water, fruit and snacks
Bring Your Dog to Work Days
Adjustable Desks
Chair Massages
Team Sports and Team Outings",2.6,"Volusion
2.6","Austin, TX",,51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),
Software Developer,,"Position Overview

CyberGrants is an ambitious, fast-growing and innovative company that helps our clients achieve Agile Social Impact. We are proud to have hundreds of clients, including over half of the Fortune 100. In the last twelve months alone, we’ve processed over $6.5 billion and more than 50 million volunteer hours. Nearly one-third of all corporate charitable giving is donated via CyberGrants software.

As part of our Technical Services team, you will be working in a highly collaborative environment in an exciting and comfortable atmosphere. You will be responsible for translating client requirements into the design and development of customized systems. You will be immersed in multi-tiered technical solutions integrating front-end, server-side, and database code.

By joining CyberGrants, take your technical potential together with your passion for good and go home every night knowing the work you’ve done has positively impacted millions of people around the world!

Apprenticeships or part-time may be considered.

Key Responsibilities
Support technical development of new client implementations and enhancements to existing client programs integrating front-end, server-side, and database code
Resolve technical issues related to custom and standard CyberGrants software offering
Design and develop internal support software to improve productivity, quality and speed of delivery
Demonstrate a strong ability to learn quickly and research new technology or skills as needed
Participate openly and constructively in code peer review and other quality control activities
Interpret business requirements and formulate developer and test strategies
Demonstrate a strong ability to be flexible and think out-of-the-box
Work effectively individually and as part of a multi-discipline team


Requirements
Programming experience in one or more current programming languages, Python preferred.
Experience with Relational Database(s) and related query languages (MySQL, MS SQL Server, Oracle SQL, Other) .
Experience with Test Driven Development (Unit Testing Frameworks).
Ability to effectively communicate and deliver technical information to business users and all stakeholders.
Strong attention to detail and a passion for quality, client happiness and continuous learning.
Preferred Qualifications
Object Oriented Server Side Language(s) (PHP, Java, .NET, PLSQL, Other)
Web Services (RESTful API integration)
JavaScript
Contemporary Source Control Systems (GIT)
Agile / Scrum methodologies
Continuous Integration and Continuous Deployment (CI/CD)
Tools and Methods (JIRA, Git, Wrike, Axure)
DevOps
Experience working with dispersed development and business teams.
Education
Bachelor's degree (B. A. / B. S.) in technical field from four-year college or university.
Completed coding boot-camp or comparable work experience.",2.1,"CyberGrants
2.1","Andover, MA",,51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,
Full Stack Engineer,,"About Us:

Ezoic is an Artificial Intelligence company that works with thousands of online publishers, helping them use machine learning to make smart decisions about the layouts, advertisements and features that users see. These publishers range from individuals to small and medium-sized companies. We have our headquarters in Carlsbad, CA, with a team of very smart free-thinking individuals. Ezoic is a VC-backed startup that is growing quickly. It's a unique opportunity to both be part of a revolutionary product in its earlier stages and work on something that already touches hundreds of millions of people month.

About You:

You must be a tech-savvy professional who enjoys learning about new technologies and solving problems. This is a fast-moving engineering role where you will be able to work on core products and develop designs and functionality from scratch. You must enjoy collaborating with other smart engineers, creating scalable solutions to improve publishers' digital properties.

Qualifications include:

2+ years of experience as a software engineer
Experience with Node/PHP/GOLANG to retrieve and process data
Strong client-side HTML/CSS/JavaScript/AJAX skills and experience
Ability to create wireframes and designs that result a great user experience
Familiarity with cross-browser testing and debugging
Experience developing Chrome extensions

About the role:

Your contributions will have a meaningful and visible impact on the company on a daily basis. You will be building tools for three distinct audiences:

Our publishers, providing tools to control and customize their sites, and provide feedback on key performance metrics from the artificial intelligence engine
Our users, creating widgets and features used across thousands of sites to provide advanced functionality, which will be automatically enabled or disabled via the Ezoic engine at a granular level
The Ezoic team, providing access to data and features to allow the team to analyze performance, identify issues, and make changes to manage site performance.

Technologies used:

Javascript, Vue.js
CSS
HTML5
MySQL
Linux
GOLANG
PHP
Life as an Ezoic engineer:

Ezoic is a technology-first company. Our CEO is a developer by trade, and our engineers are given all the tools needed to succeed. We have a brand new office in Carlsbad, CA, where every engineer works at their own quad-monitor setup on a standing desk. We pride ourselves on getting stuff done, but when you need a break, Ezoic offers great perks, including untracked vacation time, catered lunches, unlimited snacks, flexible hours, ping pong, video games, and pool.

#ZR",4.9,"Ezoic
4.9","Carlsbad, CA",,51 to 200 Employees,2010,Company - Private,Research & Development,Business Services,$50 to $100 million (USD),
Cloud Security Architect,,"*Cloud Security Architect *

*Summary of This Role*

*This Cloud Security Architect role will be a key Information Security representative in the Mainframe Modernization program. This role will review architectures for services as they prepare to migrate from a mainframe to AWS. This role will assess the risk and offer suggestions for remediation, including design changes or security technologies.*

*What Part Will You Play?*
* *Work across all the mainframe modernization project scrum/flex teams.*

* *Review services as each Scrum/Flex team prepares to migrate them from the mainframe to AWS.*

* *Perform security assessments on each service, taking into consideration corporate security standards, PCI requirements, and AWS best practices.*

* *Define new security standards for new services as required, and share them with the rest of the Cloud Security team.*

*What Are We Looking For in This Role?*

*Minimum Qualifications*
* *5 years AWS, 5+ years application or infrastructure architecture*

* *Must have AWS Experience, CI/CD/GitOps experience (Jenkins, Terraform)*

* *Experience defining security standards for use by multiple teams.*

* *BS in Computer Science, Information Technology, Business / Management Information Systems or related field*

*Preferred Qualifications*
* *AWS Security Professional, AWS Architect Professional, CCSP, CISSP*

* *BS in Computer Science, Information Technology, Business / Management Information Systems or related field*

*What Are Our Desired Skills and Capabilities*
* *AWS, microservices, and Kubernetes architecture design and review*

* *Threat modeling, vulnerability assessment, risk ranking, and remediation planning*

* *Good interpersonal skills, especially the ability to lead via influence and collaborate across teams*

*

*Operating Systems: *
* *Linux distributions including one or more for the following: Ubuntu, CentOS/RHEL, Amazon Linux*

* *Microsoft Windows*

* *z / OS*

* *Tandem/HP-Nonstop*

*Database*
* *Design, familiarity with DDL and DML for one or more of the following databases Oracle, MySQL, MS SQL Server, IMS, DB2, Hadoop*

*Back-end technologies *
* *Java, Python, .NET, Ruby, Mainframe COBOL, Mainframe Assembler*

*Front-end technologies*
* *HTML, JavaScript, jQuery, CICS*

*Web Frameworks*
* *Web technologies like Node.js, React.js, Angular, Redux*

*Development Tools*
* *Eclipse, Visual Studio, Webpack, Babel, Gulp*

* *BitBucket, Codecommit*

Job Type: Full-time

Pay: $118,532.00 - $193,912.00 per year

Benefits:
* 401(k)
* 401(k) matching
* Dental insurance
* Disability insurance
* Health insurance
* Life insurance
* Paid time off
* Tuition reimbursement
* Vision insurance
Schedule:
* Monday to Friday

Experience:
* azure: 5 years (Preferred)
* Cloud architecture: 5 years (Preferred)

Education:
* Bachelor's (Preferred)

Work Location:
* One location

Visa Sponsorship Potentially Available:
* Yes: H-1B work authorization
* Yes: Immigrant visa sponsorship (e.g., green card sponsorship)

This Job Is:
* A job for which military experienced candidates are encouraged to apply

Company's website:
* tsys.com

Work Remotely:
* Temporarily due to COVID-19",3.0,"TSYS
3.0","Columbus, GA",,10000+ Employees,1983,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),
Security Engineer,,"Security Engineer
Job Description
Security Engineer – CoStar Group – Washington, DC

OVERVIEW

CoStar Group, Inc. (NASDAQ — CSGP) (www.costar.com) is commercial real estate's leading provider of information and analytic services.

Founded in 1987, CoStar conducts expansive, ongoing research to produce and maintain the largest and most comprehensive database of commercial real estate information. Our suite of online services enables clients to analyze, interpret and gain unmatched insight on commercial property values, market conditions and current availabilities.

Headquartered in Washington, DC, CoStar maintains offices throughout the U.S. and in Europe with a staff of approximately 4,300 worldwide, including the industry's largest professional research organization.

About our Security Team:

We are a collaborative group that regularly cross train each other in multiple disciplines. We love being able to work with the best tools in the industry and have the freedom to design our tool sets. We are looking for a smart, creative and passionate Security Engineer to help continue improving our information security posture at The CoStar Group. Someone who enjoys working with all departments of The CoStar Group helping drive and shape the way we manage the protection of our customers and our ever growing data environment.

RESPONSIBILITIES

Identify vulnerabilities and oversee remediation using vulnerability management tools like Nessus, Qualys, Rapid7 Nexpose / InsightVM, Retina, etc .
Manage and operate SIEMs such as LogRhythm, Sentinel, Splunk, ArcSight, QRadar to identify emerging threats and execute remediation
Solidify security across a very large set of workstation, server, instance, and container endpoints using industry leading tools.
Secure our perimeter with a zero trust approach including multifactor authorization, conditional access, MDM host checking, and environmental factors to make real-time access decisions.

BASIC QUALIFICATIONS

Bachelor’s Degree required, preferably in Computer Science (or related field)
Minimum 3 years combined experience in field of Information Security or Information Technology (with at least 18 months directly focused on Cyber Security)
Required basic functional scripting/programming skills including the to ability to write a few basic statements and commands in at least one common security scripting language such as Regex, Python, Powershell, Ruby, JavaScript, Splunk SPL, Painless Script, Azure KQL, etc.
Fluent knowledge of Desktop, Server, Container, or Cloud environments as pertains to a rich understanding of network and systems underlying technologies to extract security insights including syslog, DNS, firewalls, routers, LDAP, load balancers, and Event Logs
Experience using at least 3 security tools (SIEMs, Scanners, XDR, EDR, EPP, NGFW`) to audit infrastructure, detect issues and coordinate remediation efforts

PREFERRED QUALIFICATIONS AND SKILLS

Familiarity or experience with ethical hacking, penetration testing, blue team, red team, or purple team exercises
Security certifications such as SANS/GIAC, CISSP, ISACA, CISM
Experience scanning large global autonomous compute environments to identify and remediate vulnerabilities to maintain compliance with CIS, NIST, PCI, SOX, or other industry standards and compliance benchmarks.
Experience with network perimeter tools such as Akamai, Palo Alto, Zscaler, Arbor Networks, Duo Beyond, Check Point, Cisco Source Fire, Snort, Symantec Blue Coat, Proofpoint, etc.

OVERVIEW OF COMPANY:

Founded in 1987, CoStar Group is the leading provider of commercial real estate information, analytics, and online marketplaces. Our suite of online services enables clients to analyze, interpret and gain unmatched insight on commercial property values, market conditions and current availability. Behind some of the most well-known brands in the industry, CoStar Group includes CoStar, the largest provider of CRE research and real-time data; LoopNet, the most heavily trafficked mobile and online real estate marketplace; Apartments.com, the premier rental home resource for renters, property managers and owners; STR, the leading provider of performance benchmarking and comparative analytics to the hotel industry; BizBuySell, the largest online marketplace for businesses-for-sales; and Lands of America, the leading operator of online marketplaces for rural real estate.

Headquartered in Washington, DC, CoStar Group maintains offices throughout the U.S. and in Europe, Canada, and Asia with a staff of over 4,300 worldwide.

WHATS IN IT FOR YOU:

Working at CoStar Group means you'll enjoy a culture of collaboration and innovation that attracts the best and brightest across a broad range of disciplines. In addition to generous compensation and performance-based incentives, you'll be supported in both your professional and academic growth with internal training, tuition reimbursement, and an inter-office exchange program.

Our benefits package includes (but is not limited to):

Comprehensive healthcare coverage: Medical / Vision / Dental / Prescription Drug
Life, legal, and supplementary insurance
Commuter and parking benefits
401(K) retirement plan with matching contributions
Employee stock purchase plan
Paid time off
Tuition reimbursement
On-site fitness center and/or reimbursed fitness center membership costs (location dependent), with yoga studio, Pelotons, personal training, group exercise classes, as well as Segways and bikes available for use during the day
Complimentary gourmet coffee, tea, hot chocolate, prepared foods, fresh fruit, and other healthy snacks

Be part of a team of professionals enjoying the opportunity to learn, do, and grow in a rewarding atmosphere. But don't just take our word for it - see why our team chose to work at and stay at CoStar Group:",3.1,"CoStar Group
3.1","Washington, DC",,1001 to 5000 Employees,1987,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),
Full Stack Developer,,"3form is seeking an experienced web developer to help our team design and implement complex systems for internal and external customers. Candidates will have strong analytic and problem-solving capabilities as well as a good understanding of software architectural patterns such as MVC, MVVM and MVW. Candidates must also be familiar with software version control (direct experience with GIT is a plus), SQL based databases and RESTful APIs. Strong interpersonal and communications skills will be used to work with a company-wide team for successful project delivery.

Skills& Requirements -

Required:
5+ Years Work Experience
A degree in information systems, computer science, etc. OR adequate experience in web development
Angular Javascript Framework (2+)
Git
JavaScript (including jQuery)
CSS3
HTML5
Ruby on Rails

Preferred Experience:
Yii Framework
PHP
Twitter Bootstrap (2.3.2+)
Agile (SCRUM) Process
HTML Canvas
Websockets
socket.io(node.js) or ActionCable (rails)
DevOps",3.7,"3form
3.7","West Valley City, UT",,501 to 1000 Employees,2007,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),
ReactJS Developer,,"We are looking for a ReactJS Developer to help build a next generation shipping logistics suite. Our cloud-based SaaS automates tracking the movement of a customer’s freight from origin to destination efficiently, reliably, and cost effectively. Our platform also helps customers with broader logistics challenges related to accounting, claims, vendor management, driver payroll, and equipment inventory management. *
The successful candidate will work closely with our Back End Development, Creative Design, and Support teams to update the app to make it more efficient and feature rich. We are looking for someone who is creative, technical, and fun to work with.

Responsibilities
You’ll work on improving the richness and the capabilities of our UI, to support the growing feature set of our product, and deliver a delightful user experience to our customers
Full life cycle of application development from conception through support and maintenance, including fast iterations
Advocate for usability throughout the design and development process
Participate in regular code reviews of peers and contractors, be open to pairing when necessary
Stay up-to-date with modern UI development including libraries, tools, browser support and frameworks
Requirements
A strong sense of product ownership and thrives in a fast-paced, iterative environment
You understand the value of shipping quickly and of software craftsmanship, and have the judgment to know when to apply each.
5+ years of JavaScript front-end development
5+ years consuming RESTful web services
Experience with React and JavaScript libraries/frameworks beyond just jQuery.
You are passionate about JavaScript, and follow industry best practices
Comfortable with using and extending Bootstrap
Practical knowledge of web page optimization techniques and guidelines for fast page load times
Exceptional problem-solving skills
You write tests for your code
Nice to haves
You’re a polyglot and love using the right tool for the job, and can explain why
An entrepreneurial spirit / business sense
Familiar with using github, jenkins, asset-pipelines, and ci/cd tools
Location
Our office location is on the northwest side of Austin on 2222
Can work remote during Covid-19
Job Type: Full-time

Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
ReactJS: 2 years (Required)
Javascript: 5 years (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Company Describes Its Culture as:
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
Company's website:
www.magnustech.com
Work Remotely:
No",3.3,"Magnus Technology Group
3.3","Austin, TX",,51 to 200 Employees,,Company - Private,,,$1 to $5 million (USD),
