Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Application Developer,$50K-$91K (Glassdoor est.),"As a Software Application Developer at Service Express, you are chartered with building the software technology that powers the business from the core. You will collaborate with other software developers, designers and business team members to build robust, scalable systems from scratch. As a part of this lean agile team, you will be tasked to define and create solutions with the latest cloud scale technologies to support our internal and external users.

In this role you will bring a healthy appreciation of modern web development principals and while balancing that with a seamless consumer experience.

YOU WILL
Work on a team to build, test and deploy web applications and API's.
Participate in project ideation sessions, workshops, and road mapping exercises to create solutions for our user's needs
Write, test, refactor, and optimize code to achieve high benchmarks for performance, and strive to make quality assurance a top priority
Craft and support web applications and platforms that support the growth of our team and company

YOU BRING
Passion about the end user's experiences
Discussions focused on the trade-offs between performance, experience, and quality
Excitement to help mentor fellow developers
An eye for detail, not just for code, but process and communications
A high level of craftsmanship and pride in your work
A hunger for finding and exploring the ""big idea""

YOU HAVE
3+ years programming experience in languages such as Node.js, PHP, Go, C#, Python, Ruby, or Javascript.
A balanced approach towards unit tests and test coverage
Working knowledge of agile development processes
Experience with MS SQL or PostgreSQL, including stored procedures, views, functions, triggers and schema design
Excellent written and verbal communication skills, documentation happens
An awesome can-do attitude

Why Work For Service Express?

We are a Grand Rapids, MI-based data center maintenance company seeking talented and successful individuals with integrity and a strong work ethic.

We believe people join cultures, not companies. At Service Express, our Core Value is to ""work with our employees to help them achieve their personal, professional and financial goals."" Our philosophy has always rested on the belief that when our employees achieve their goals, the company will flourish.

We continue to grow more every year and our employee and customer focused approach to business has helped generate double-digit growth since our start in 1993. At Service Express, you are more than an employee; you are a member of the team.

We aren't the only ones that think this is a great company, though!!

We continue to make the list of Top Company Cultures by Entreprenuer.com and CultureIQ.

We have consistently been named one of the 101 Best and Brightest Companies to Work For and are among the Inc. 5000 fastest-growing private companies in America.

Service Express is an equal opportunity employer. Authorization to work in the U.S. is a precondition of employment. Service Express does not sponsor applicants for work visas",4.5,"Service Express
4.5","Grand Rapids, MI",,501 to 1000 Employees,1993,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),
ITS Systems Specialist Sr.,$50K-$91K (Glassdoor est.),"Position Summary*
The ITS Systems Specialist will provide technical assistance and system level support for IT related systems and software for all CCC Departments. This position is critical in facilitating an innovative, stable, accurate and efficient technology environment for CCC and its employees.
Responsibilities*
Serves as system support for the Banner and Salesforce platforms, add on packages, and other systems as assigned.
Documents processes and procedures for new or existing applications.
Identifies, researches and resolves programming, data, or system software problems, frequently on an individual basis in consultation with other employees and/or users.
Estimates time and effort for development tasks and coordinates with the Project Manager for incorporating estimates into project schedules.
Contributes to the design of information systems and business solutions to support the functional areas by documenting business requirements and testing the implementation of enhancements or new functionality.
Works collaboratively with stakeholders to define data needs and to design reports and automation of processes for core functional areas across the college.
Serves as a liaison between, Information Technology Services and departments within the college.
Reviews processes and recommends new processes, workflow improvements and/or systems for improved performance.
Has functional knowledge and experience as well as the understanding of the systems, processes, and data flows for the functional areas within Banner, Salesforce, DegreeWorks and other relevant systems.
Handles simple to complex projects that may impact one or multiple areas.
Responds to end-user questions, issues, and service opportunities.
Maintains and updates departmental set-up tables and queries/reports.
Presents training sessions on applications, systems hardware and software, as required.
Opens, monitors and manages support cases with software companies as needed.
Reports on work accomplishments and identifies system issues in a logical, clear, and thorough manner.
Other duties as assigned.
Minimum Qualifications*
Bachelor’s degree in a related field AND one year of demonstrated experience in business process work; OR
Five years of procedural, technical, management, or systems analysis work; OR
Any equivalent combination of directly related experience, training and/or education.
Preferred Qualifications *
System and process knowledge of departmental functions and processes supporting business and academic operations such as application loading and processing, transcript evaluation, awarding, disbursement, document imaging, etc.
Business and systems knowledge of Banner Enterprise Resource System software, Salesforce CRM system, and other relevant systems
Strong team orientation
Flexible attitude and the ability to adapt to new responsibilities and processes.
Knowledge of higher education issues
Must be detail oriented and have excellent communication skills, knowledge Skills and abilities
Experience with SQL
Experience with a scripting language (JavaScript, Python, etc.)
Physical Demands*
The physical demands described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
While performing the duties of this job, the employee is frequently required to sit and use hands to finger, handle, or feel. The employee is occasionally required to stand and walk. Specific vision abilities required by this job include close vision and ability to adjust focus. The role may also occasionally carry up to 25 pounds.
Work Environment*
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The noise level in the work environment is usually moderate.
NOTE: This job description is not intended to be all-inclusive. Employee may perform other related duties to meet the ongoing needs of the organization.*
Job Type: Full-time

Pay: $21.36 - $30.89 per hour

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Application Question:
All interested candidates will need to apply at:
https://www.coconino.edu/employment-opportunities

Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",4.1,"Coconino Community College
4.1","Flagstaff, AZ",,201 to 500 Employees,,College / University,Colleges & Universities,Education,$5 to $10 million (USD),
Application Developer,$50K-$91K (Glassdoor est.),"The Stowers Institute has an opening for an application developer on the ServiceNow team to provide expertise around development of new features and applications for ServiceNow that will serve the needs of the IT department and the wider organization’s business processes.

The developer will work under the direction of the developer within a software development life cycle framework (Agile) to participate in the planning and prioritization of work within the ServiceNow team’s sprint cycle.

While not the primary responsibility, the individual will sometimes work in a user/customer facing role and should be comfortable with providing a high-quality customer service experience and user training that facilitates positive interactions with the ServiceNow system and team.

Responsibilities include:

· Developing applications and features for the ServiceNow platform

· Developing interfaces between ServiceNow and external systems (data warehouse and MDM, LIMS, SharePoint/365)

· Maintaining and developing service portal widgets using AnglarJS / Bootstrap 3

· Proficiently developing using html / javascript / css

· Using service-oriented architecture do develop web services integrations (SOAP, REST)

· Maintaining administrator documentation as well as user facing documentation for the platform

· Creating and managing service catalog items and workflows to meet the needs of the organization

· Managing test plans for new or modified features

· Other duties as assigned

Successful candidates will have strong communication skills and the ability to actively participate in interdisciplinary teams; the ability to prioritize management of projects/time; demonstrate the capability of high performance in independent work as well as in a team setting; maintain a high degree of initiative, accuracy, and attention to detail; and exhibit creative and out-of-the-box thinking skills.

Minimum requirements include a bachelor’s degree in computer science, information technology or related field OR at least 1-3 years’ experience working in the IT or computer science fields AND:

Additional Preferred Technical Skills:

· Familiarity with LDAP, AD, ADFS

· 1-3 years’ experience working in web development or related discipline

· Familiarity with Change, Problem and Incident management

· Experience working within the Agile software development framework
Application Instructions: * To apply, please submit a current resume and cover letter to careers[at]stowers.org or to Administration Department, Stowers Institute for Medical Research, 1000 E 50th Street, Kansas City, MO 64110.
Job Type: Full-time

Benefits:
401(k)
Dental Insurance
Employee Assistance Program
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Schedule:
Day shift
Work Location:
One location",4.3,"Stowers Institute for Medical Research
4.3","Kansas City, MO",,201 to 500 Employees,,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),
Software Engineer,$50K-$91K (Glassdoor est.),"*DCI Job Requirement for: * *Software Engineer (APG)* *Location: Openings in APG, MD* *Job Description: * * Translates operational requirements into software requirements. * Participates in planning, coordinating, and scheduling directing and controlling engineering and technical support activities applicable to software development. * Develops and executes software and system test strategies. * Reviews and assesses developmental contractor software code to ensure compliance with government-provided coding and cybersecurity standards. * Responsible for understanding current technologies and Operating Systems such as: Linux, Unix, and Microsoft, Big Data Stacks (Hadoop, accumulo, elasicsearch, kibana), cloud technologies and platforms, virtualization and containerization technologies, cybersecurity tools related to networks, DevSecOps pipelines. * Provide technical expertise to assist Program Management Office when evaluating proposed vendor solutions. *Qualifications: * * BS in Engineering, Computer Science, IT (or equivalent) * 6+ years of hands-on software development experience * 2+ years’ experience with Agile methodologies (Scrum, Kanban, Extreme Programming, Scaled Agile Framework) * Experience with DevOps Tools (Jira, Confluence, Jenkins, BitBucket, Git, Nexus) * Experience working with web services * Experience with Powershell Installation scripting * Experience with HTML, Java, JavaScript development * Experience with version control systems (Mercurial, Git) * *REQUIRED Security Clearance: * Secret Job Type: Full-time Salary: $100,000.00 to $150,000.00 /year Job Type: Full-time Pay: $100,000.00 - $150,000.00 per year Benefits: * 401(k) * 401(k) matching * Dental insurance * Disability insurance * Employee assistance program * Flexible schedule * Flexible spending account * Health insurance * Life insurance * Paid time off * Parental leave * Professional development assistance * Referral program * Relocation assistance * Retirement plan * Tuition reimbursement * Vision insurance Schedule: * Monday to Friday Supplemental Pay: * Bonus pay * Signing bonus Experience: * programming: 2 years (Required) * C/C++, Python, Java, Javascript or Ruby: 1 year (Required) * DevOps: 2 years (Preferred) * version control, Mercurial, Git: 1 year (Preferred) Education: * Bachelor's (Preferred) Security Clearance Required: * Secret (Required) Work Location: * One location Visa Sponsorship Potentially Available: * No: Not providing sponsorship for this job This Job Is: * A job for which military experienced candidates are encouraged to apply Company's website: * http://www.dci-solutions.com Benefit Conditions: * Only full-time employees eligible Work Remotely: * No",4.8,"DCI Solutions
4.8","Aberdeen Proving Ground, MD",,1 to 50 Employees,,Contract,,,Less than $1 million (USD),
Full Stack Developer,$50K-$91K (Glassdoor est.),"Is this you?* Are you an experienced Developer with proven Cloud experience, a can-do attitude and a passion for technical leadership? An established Omaha-based IT company committed to delivering value and innovative Cloud solutions to our clients is seeking a Full-Stack Developer to help expand its business. Within a fun, casual culture that embraces fresh ideas, you will consult, design and implement Cloud Solutions, with a focus on AWS, for our key partners, clients, and prospects.
Who are we? *So glad you asked! Jelecos is a technology consulting company headquartered in Omaha, NE that specializes in AWS cloud solutions. We’re an AWS Advanced Consulting Partner and Certified Solution Provider focused on migration, optimization, transformation and cloud-first application consulting.
What would you do?* The Full-Stack Developer is responsible for developing solutions that leverage, integrate, and provide continuity across the IT disciplines of Development, Quality, Automation, and Operations Management. Additionally, the Full-Stack Developer will gather and analyze customer requirements and help lead continuous integration, delivery, automation, and infrastructure-as-code efforts for multiple cloud service offerings. This role may also be involved in supporting sales processes through discovery activities and workshops.The role is responsible for the technical aspects of architecting, designing and developing solutions in conjunction with the Delivery team. This role ensures systems and applications are maintained, supported, and upgraded based on industry best practices and established company standards, policies, and procedures with attention to the quality of service and deliverables produced for clients. This individual will apply proven communication skills, problem-solving skills, and knowledge of best practices to contribute to the development team on development and technical issues related to the design, development, and deployment of mission-critical information and software systems for our customers.
What are the details? *
Providing implementation of and consultation around key DevOps processes and technologies for clients
Provide technical, consultative, and delivery services to our customers
Utilize a variety of tools, techniques, and procedures to resolve problems
Contribute to and support team members in executing projects on time
Provide internal training and knowledge transfer to other technical consultants and staff, as requested or necessary
Assist with practice development activities and pre-sales activities, as requested and necessary
Contributes to architecture decisions and recommendations post-sale
Develop custom applications using a variety of languages, including .NET, C#, Java, Python, JavaScript, Angular, NodeJS
Provide and/or quality check thorough and accurate estimates
Perform application technology innovation
Stay current and informed on new and evolving AWS technologies
Encourage innovation, outside-the-box thinking, and teamwork
Identify and resolve issues and conflicts within project teams
Represent Jelecos in customer meetings
Understand product and customer requirements and propose solution approaches
Sense of urgency; ""do whatever it takes"" attitude to meet our customer's high expectations
What do you know? *
Technical Knowledge and Experience:
4+ year professional, hands on experience with mid to large scale environments in development and production settings
Gather business and technical requirements necessary for the design, development and implementation of DevOps processes
Expertise in DevOps tool sets such as: Chef, Puppet, Docker, Ansible, Jenkins, SaltStack, and GitHub a plus
Direct, hands-on experience with automated software and system management tools.
Extensive experience with core software applications, including software development lifecycle tools, code release management tools, source code management, etc.
Experience and ability to compose design documents for projects
Develops custom web applications using a variety of languages, including .NET, C#, Java, Python, JavaScript, Angular, NodeJS
Expert in SQL, ETL, OLTP concepts, design, integration, and development
Excellent knowledge of database design and file management techniques
Has a working knowledge of relational and dimensional data modeling and data warehouse design skills
Demonstrates knowledge of Object Oriented Design, and MVC frameworks
Adapts quickly to new technologies and processes
Strong knowledge of applicable data privacy, security compliance practices and laws and in-depth knowledge of applicable laws and regulations as they relate to security
Strong understanding of technology systems characteristics, features, and integration capabilities
Significant experience with systems design and development from business requirements analysis through to day-to-day management
Must hold AWS Developer Associates certification
Must hold AWS DevOps Professional certification, or actively pursuing
Deep interest in innovation and automation
General Knowledge and Experience: *
Communicating with various levels of employees across the organization, from developers to architects to upper management
Ability to multi-task, work independently and as part of multiple teams
Strong analytical and problem-solving skills
Flexible during times of change. Can conform to shifting priorities, demands, and timelines through analytical and problem-solving capabilities
Ability to elicit cooperation from variety of sources, including upper management, clients, and other departments. Persuasive, encouraging, and motivating
Ability to defuse confrontational situations and group tension
Ability to articulate technical or operational problems using appropriate business terms
Outstanding oral and written communication and interpersonal skills
Ability to self-direct, effectively prioritize tasks, multi-task, and meet tight deadlines in high-pressure environment
What do you get from us?*
Medical/Dental/Vision Insurance
Health Savings Account
401(k)
Unlimited PTO
Casual atmosphere
Recognition Programs
Healthy Rewards Program
A great place to spend most of your time!
Jelecos provides equal employment opportunities to all employees and applicants for employment without regard to race, color, ancestry, national origin, gender, sexual orientation, marital status, religion, age, disability, gender identity, results of genetic testing, service in the military, or any other legally protected characteristic.

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Health insurance
Paid time off
Professional development assistance
Referral program
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Experience:
.NET: 2 years (Preferred)
Chef: 2 years (Preferred)
Java: 2 years (Preferred)
Node.js: 2 years (Preferred)
Angular: 2 years (Preferred)
GitHub: 2 years (Preferred)
C#: 2 years (Preferred)
SaltStack: 1 year (Preferred)
Education:
High school or equivalent (Required)
Location:
Omaha, NE (Required)
License:
AWS Developer Associates (Preferred)
AWS DevOps Professional (Preferred)
Language:
English (Required)
Work authorization:
United States (Required)
Application Question:
Will you now or in the future require sponsorship for employment visa status (e.g. H-1B Visa status)?
Work Location:
Fully Remote",4.1,"Jelecos
4.1","Omaha, NE",,1 to 50 Employees,,Company - Private,,,Less than $1 million (USD),
Data Acquisition Engineer (SCADA/Web Backend),$50K-$91K (Glassdoor est.),"GameChange Solar is one of the fastest growing, most dynamic companies in the rapidly growing solar industry. We have top quality solar racking and tracker products that generate the most amount of energy, are the fastest to install, and the most cost effective.

The Data Acquisition Engineer will work in development to improve our framework for data acquisition and control of our fleet of 100's of MW of solar trackers. They will also develop tools for data processing and visualization to provide for new features for our products. This is an exciting opportunity for an engineer with experience in web design and SCADA who has solid communication skills.We offer a solid base with significant bonus upside for exceptional performance.

Roles and responsibilities include but will not be limited to:

· Develop a system for local SCADA interfacing

· Configure software suites to meet our system needs

· Develop custom applications to perform data acquisition and reporting

· Create user-friendly HMIs

· Work with engineering team to design and develop our back end for data acquisition and control

· Use machine learning techniques to improve system performance

Skills and Education:

· Experience with networks and SCADA

· Experience with backend web design

· Python, Google VM, Linux, Javascript/css/html Node, React, LabView

· Experience with Modbus, TCP, SSH, SFTP

· Knowledge of NEC, NERC, CIP, industry protocols (IEC-61850, DNP, Modbus, OPC), Ethernet systems, protocol analyzers, and industry SCADA practices

· Experience with SCADA integration software such as Kepware, Aggregate, Zenon

· Bachelor's Degree in Electrical Engineering with preferred emphasis in software, integration and automation, and industrial controls

· 2+ years experience in SCADA, industrial controls, or backend web design

· Strong Communication skills: Mastery of written and spoken English required

Salary DOE

Business Casual attire when in office setting.

PPE and GCS attire for onsite visits.

Job Type: Full-time

Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Experience:
SCADA: 2 years (Preferred)
Networks: 2 years (Required)
Backend Web Design: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work authorization:
United States (Required)
Application Question:
List a brief description of what we make
Company's website:
gamechangesolar.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",2.5,"GameChange Solar
2.5","Norwalk, CT",,51 to 200 Employees,2012,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,
Full Stack Developer,$50K-$91K (Glassdoor est.),"Job Purpose: *
This position will help support the current integrations to our Infor Visual ERP and the transition to our new M3 ERP system. The ideal candidate is an Infor M3 technical and integration expert; Since this is not a common skill set we will be accepting resumes without this experience if the candidate is willing to take on the challenge of learning these skills.

This is not an application development position. The role will be focused on integrations and small tools that help streamline business processes. These tools and integrations will be built using solutions - for instance, NiFi and Vinyl, Java, & C# as well as M3 ERP solutions like ION.
Key Responsibilities: *
Supporting our current ERP integrations & Building Intergrations & Solutions for our New Infor M3 ERP system.
Planning & Estimating Project and Issue management.
Requirements: *
Required - 5+ Years Development Experience in C# or Java
Required - Technical knowledge of modern JavaScript frameworks preferred- React, Angular, Vue
Required - MVC, Restful, HTML5, CSS3 etc
Experience with AWS is a plus
Vinyl and other Rapid Development Tool experience is a plus
Experience Focused with some type Integration Solution ( Mule, Nifi, Camel, etc) would be very helpful
Rapid Development Solutions –This role use a tool called Vinyl by Zudy to help build quick applications and data workflows. Previous experience is not required.
Consultative nature and ability to see the “big picture” to implement solutions that fit into the existing architecture
Excellent communication and presentation skills, working with both client and technical team
Experience with Agile / Scrum workload management
AWS experience is a plus.
Working Conditions: *
Office Environment in Waterbury with possible trips to our Northfield production plants to work with manufacturing solutions – exposure to machinery, noise and other adverse conditions for limited periods of time depending on the role
Flexible nature to manage competing and changing priorities
Travel locally to all of the organization’s sites and locations
Occasional travel on as needed basis
_This job description should not be interpreted to be a complete list of all the duties, qualifications and responsibilities performed by the jobholder. To maintain organizational flexibility, the organization has the discretion to add, drop or change at any time the duties, responsibilities and expectations of this position. This job description does not constitute an offer of employment, continuous employment or an employment contract. Reasonable accommodations will be considered to enable individuals with disabilities to perform the essential functions of this position. Darn Tough Vermont is an equal opportunity employer. _

Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Employee assistance program
Employee Discount
Flexible Schedule
Health Insurance
Life Insurance
Paid Time Off
Referral Program
Relocation Assistance
Vision Insurance
Schedule:
Monday to Friday
COVID-19 considerations:
Health & safety of our employees is a priority. We take temperatures of all employees, consultants, & visitors. Masks are worn. Increased sanitation &cleaning throughout the day is done. Desk are 6 feet or more apart. And more.

Experience:
MVC, Restful, HTML5, CSS3, and others: 2 years (Required)
Agile Project Management: 2 years (Preferred)
JavaScript framework knowledge: 3 years (Preferred)
Developer Experience in C# or Java: 5 years (Required)
Work authorization:
United States (Required)
Application Question:
Were you referred by a Darn Tough employee? If yes, please list their name here.
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
www.darntough.com
Work Remotely:
No",5.0,"Darn Tough Vermont / Cabot Hosiery Mills
5.0",Vermont,,201 to 500 Employees,,Company - Private,,,Less than $1 million (USD),
Senior Angular Developer - DC -SECRET CELARANCE REQUIRED,$50K-$91K (Glassdoor est.),"Senior Angular Developer
Security Clearance: * Must have active DoD Secret Security Clearance.
Citizenship: *US
Experience: *+7 years development, plus 5 years Angular experience in performing the specified functions.
Required Certifications: * None.
Security + (CE) preferred
Position Requirements: *
The primary requirement for this position is being a front end or full stack developer for a COTS application that will include multiple Angular, JavaScript, NodeJS and Java based services. The position will require direct interaction with customers and Experience with handling large volumes of e-mail and communication.

Tasks and assignments will include:

· Serve as the support developer for application requirements

· Developing server-side code for internal and external web applications.

· Writing unit tests, automated regression tests and tracking defects as they occur.

· Developing applications using Angular 5 (or later)

· Maintaining a high level of security and code reusability.

Required Skills*:

· +7 years of experience as a software engineer

· +5 years experience with Angular 5 (or later)

· Excellent client-side HTML/CSS/JavaScript/AJAX skills and experience

Desired Skills*:

· Ability to create wireframes and responsive designs that result a great user experience

· Experience building reusable components and front-end libraries to speed development and maintain consistency

· Familiarity with cross-browser testing and debugging

· Experience with GIT, JIRA, Confluence, and the Atlassian suite of tools

· Experience working in a SCRUM-based Agile environment

· Experience with ServiceNow scripting

Job Type: Full-time

Pay: $110,000.00 - $135,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Referral program
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 7 years (Required)
Angular 5: 5 years (Preferred)
Education:
Bachelor's (Preferred)
License:
Security+ CE (Preferred)
active DOD SECRET clearance (Required)",3.1,"Prometheus, LLC
3.1","Washington, DC",,1 to 50 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),
Web Developer,$50K-$91K (Glassdoor est.),"We are a global leader in the irrigation, outdoor lighting, dispensing technology, and custom manufacturing industries. Driving our continued success is the combined energy and talents of the nearly 3,000 people on our team. Together, we create a diverse array of products that can be seen all over the world, from residential landscapes to national landmarks, stadiums, parks, hotels, and municipal buildings. Although we’re global, we’re family owned, and our casual, fun, and caring company culture is what makes this a special place to work. As we grow, we are dedicated to preserving our unique culture that makes our employees proud to work here. Whether you’re pursuing a career at our headquarters in Southern California, or an opportunity at one of our state-of-the-art manufacturing facilities, or something somewhere in between, we look forward to welcoming you to Hunter Industries and our Family of Companies.
About This Role:
The Web Developer is responsible for the development and theming of Hunter Industries websites and online applications. S/he works in collaboration with marketing, engineering, information services and product managers to design, build, and maintain user-centric websites, web applications, and online products.
Demonstrates behavior that is consistent with the company’s values of Customer Satisfaction, Innovation, Family, and Social Responsibility.
Essential Job Functions/Tasks:
1. Creates user-centric websites and applications in collaboration with the web development team.
2. Maintains web content including large product catalog pages in multiple languages throughout Hunter’s family of websites.
3. Develops, tests, debugs, and deploys Drupal themes, features, and user interface elements using HTML, CSS, SASS, JavaScript, jQuery, and PHP.
4. Converts comprehensive mockups or wireframes into fully functional webpages.
5. Creates site diagrams and may create project workflow diagrams and wireframes.
6. Maintains and enhances web application including Single Sign-On, Content Management Systems, Learning Management System, and in-house developed applications.
7. Utilizes web analytics to suggest improvements to the Hunter websites.
8. Assists in optimizing web site content and structure to enhance search engine optimization.
9. Protects the Hunter brand image, integrity and consistency wherever it appears internally, publicly and electronically, maintaining a defined set of graphic standards.
Other job functions:
Performs other related tasks as assigned, some of which may become essential to the position.
Hunter Industries’ approach to the health and safety of each employee is based on adherence to our Injury and Illness Prevention Program (IIPP). Every employee is responsible for their safety and must work safely at all times. Employees are to immediately report all unsafe or hazardous conditions, including injuries and near misses to their Supervisor or the Risk Management department. Those employees who do not comply with safe work practices may be subject to disciplinary action, up to and including termination.
Education/Training Required:
Bachelor’s degree in Web Design, Graphic Design or equivalent work experience.
Experience Required:
Minimum three years of experience in website development and design.
Knowledge, Skills and Abilities (KSA's):
KSA #1: Knowledge of HTML, jQuery, PHP, CSS, and ability to hand code without reference material.
KSA #2: Experience designing and developing responsive design websites and ability to write media queries.
KSA #3: Strong knowledge of Adobe Creative Suite and other professional graphic design software.
KSA #4: Understanding of the entire web development process, including design, development, and deployment.
KSA #5: Knowledge and demonstrated experience with cross-browser and cross-platform issues (e.g. Chrome, IE, Firefox, Safari).
KSA #6: Experience working on a Mac platform.
KSA #7: Effective interpersonal skills to coordinate efforts and work with other departments.
KSA #8: Excellent attention to detail, time management and organizational skills.
KSA #9: Excellent written and verbal communication skills in English and the ability to interact with members across the organization.
Knowledge, Skills and Abilities (KSA's) Preferred:
KSA#10: Experience with a versioning system (Git, SVN, etc.).
KSA#11: Experience with design frameworks (Foundation, Bootstrap, etc.).
KSA#12: Experience with JavaScript frameworks (Vue.js, Angular, etc.).
KSA#13: Ability to create custom Drupal modules.
Physical Demands:
Ability to sit for extended periods of time.
Intermittent walking to gain access to work areas.
Ability to climb stairs to gain access to work area.
Finger dexterity sufficient to use a computer for long periods of time and to complete paperwork activities.
Visual acuity sufficient to use a computer, to read written materials and to complete paperwork activities.
Hearing sufficient to communicate with individuals by telephone and in person.
Ability to bend, lift and carry books, files and office supplies and other items weighing up to 30 pounds.
Work Environment:
Office setting with temperature controls.
Follow us on LinkedIn, check out our rave reviews on Glassdoor, and learn more about our company culture on our career site:http://corporate.hunterindustries.com/careers",4.2,"Hunter Industries
4.2","San Marcos, CA",,1001 to 5000 Employees,1981,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),
Software Engineer,$50K-$91K (Glassdoor est.),"Ashergroup has a need for a full-time software engineer to join our development team. We operate Linux servers on AWS with software written in JSP, Perl, Ruby on Rails, JavaScript, Oracle, and iOS and Android apps.

Primary Responsibilities:
Learning our system, products, and code style
Developing new features
Fixing or enhancing existing features
Testing
Documenting code and/or processes
Interacting and communicating with engineering and support staff on a regular basis
Participating in weekly engineering meetings
_Responsibilities and/or expectations are subject to change during the course of employment._

Required Minimum Qualifications:
Software development experience in a business environment: 2 - 4 years
Authorized to work in the US
Available to start immediately in Rochester, NY
Preferred Qualifications:
Bachelor's or Master’s degree in Computer Science, Information Technology, Electrical or Computer Engineering or equivalent program
Strong verbal and written communication skills
Self-motivated
Able to work well independently and as a member of a team
Experience developing in a Linux environment
Salary is commensurate with experience. The position includes a competitive benefits package including 401K, health care/dental care, life insurance, and PTO benefits.
About Ashergroup*
Ashergroup is a leading technology firm in interactive voice and emergency alert response technologies. Our team of experienced software engineers provides custom telecommunications applications and solutions primarily for energy suppliers and municipal governments nationwide. We are headquartered in Rochester, NY and are an equal opportunity employer.

Job Type: Full-time

Pay: $50,000.00 - $75,000.00 per year

Experience:
Commercial Software Development (not including school): 2 years (Required)
License:
Authorization to work in the USA (Required)
Work authorization:
United States (Required)",5.0,"Asher Group
5.0","Rochester, NY",,51 to 200 Employees,,Company - Private,,,Less than $1 million (USD),
Software Engineer,$50K-$91K (Glassdoor est.),"About the job
Myers Information Systems, Inc. is looking for a software engineer to join our expanding development team and contribute to our line of software applications for the media distribution and broadcast industry. This includes designing, implementing, testing, documenting, and maintaining products we build on object oriented and procedural language platforms.
We are a small team of engineers committed to building dependable and scalable solutions that support our client’s continuously expanding businesses. We are looking for self-motivated individuals that love to challenge themselves and thrive on continuously improving everything they encounter. Our team is built on sharing knowledge, empowering one another and building awesome products together. Our office is a fast-paced, risk-taking, goal driven, family-oriented environment and we’re seeking like-minded individuals to join the team.

About the day-to-day
Design and develop maintainable, reliable, scalable and testable enterprise level software & services
Collaborate within a small functional team with diverse technology backgrounds
Assist product team in conceptualizing and implementing new software features and functionality for our existing software solutions
Deploy regular code releases to production and test environments
Work with technical support, vendors and clients to identify day-to-day problems and solutions
Assist in the preparation and documentation of software requirements and specifications
About your skills
College degree in the field of computer science, and/or 1+ years equivalent work experience.
Development experience with object oriented and/or procedural programming language in a production environment
Experience with Unix/Linux operating systems
Solid understanding of SQL and relational databases
Experience in open web technologies like HTML5, CSS3, JavaScript
Experience with FourJ’s, Java and/or C#
Experience with GIT and any DevOps toolchain a plus
Experience with modern web development frameworks like Vue, React or Angular a plus
Experience with Maven, Tomcat, GWT, Sencha and J Unit a plus
Familiarity with the media/broadcast industry is preferred
More about us
Salary: DOE; Competitive, with Full benefits - including medical and 401k
Successful candidate is expected to work on-location. Relocation support will be considered.
Principals only. Recruiters please don't contact this job poster.
Please, no phone calls about this job or solicitations for other services, products or commercial interests.
Myers Information Systems, Inc. is an Equal Opportunity Employer (EOE)
www.myersinfosys.com
If you are interested in this position, please send your resume and cover letter to: employment@myersinfosys.com",3.9,"Myers Information Systems, Inc.
3.9","Westfield, MA",,1 to 50 Employees,1982,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),
