Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Developer with 5+ years in .net,$10-$27 Per Hour(Glassdoor est.),"Software Developer

The Orthopedic Marketplace® (OrthoTOM®) - Pelham, AL

OrthoTOM® is a Software as a Service (SaaS) company that develops cloud-based solutions that enable innovative connections between Healthcare Providers and Suppliers. Healthcare Providers appreciate spending less time processing orders, viewing order statuses, and tracking shipments.

Healthcare Providers also use tools that inventory and dispense products to their Patients, maximizing compliance and reimbursement revenue.

OrthoTOM®’s marketing and sales tools enable a Supplier’s Direct and Independent Sales Representatives to provide world-class service through product education, and lead and task tracking.
OrthoTOM® *is seeking candidates with 5+ years of experience to develop, maintain and modify web-based applications and Restful APIs.
Duties and Responsibilities: *
· Develops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycle.

· Documents and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code.

· Prepares and installs solutions by determining and designing system specifications, standards, and programming.

· Updates job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations.

· Protects operations by keeping information confidential.

· Maintain application and program structure health by analyzing and fixing issues and deficiencies in existing software.

· Accomplishes engineering and organization mission by completing related results as needed.
Knowledge, Skills, and Abilities Required: *
· 5+ years’ experience directly related to the duties and responsibilities specified.

· Knowledge of API consumption and creation.

· Knowledge of SQL Server, database structures and queries.

· Ability to create application infrastructure that is secure, efficient and utilizes common best practices.

· Ability to investigate and analyze information and to draw conclusions.

· Ability to determine computer problems and to coordinate cloud-based infrastructure and/or software solutions.

· Knowledge of current technological developments/trends in area of expertise.

· Ability to write technical instructions in the use of programs and/or program modifications.

· Ability to implement and troubleshoot programming changes and modifications.

· Ability to process computer data and to format and generate reports.

· Ability to communicate with and interpret the operational requirements of end users.

· Knowledge of established programming procedures and programming languages including .net core using c#, T-SQL, JavaScript and React.

· Knowledge of computer flow charts and of programming logic and codes.

· Ability to convey complex information in a user-friendly web-based portal application to various types of users.

· Knowledge of Azure web server architecture and systems.

Job Type: Full-time

Pay: $80,000.00 - $100,000.00 per year

Benefits:
Health insurance
Paid time off
Retirement plan
Schedule:
8 hour shift
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Detail-oriented -- would rather focus on the details of work than the bigger picture
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Innovative -- prefers working in unconventional ways or on tasks that require creativity
Company's website:
www.orthotom.com
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",,The Orthopedic Marketplace (OrthoTOM),"Pelham, AL",,,,,,,,
Software Developer,$10-$27 Per Hour(Glassdoor est.),"\*\*Please only local candidates apply - thank you\*\* ClearOne Advantage is a fast-growing company that is aggressively hiring due to increased business. We are always improving our marketing, culture and technology to provide our employees with the best work atmosphere and our customers with excellent customer service. COA’s proprietary software is tailored to our industry and allows the client to receive the best service possible. We are seeking a mid-level Software Developer who can program in C# and ASP.NET. Ideal candidate will be smart, passionate about software development and eager to continually grow. If you are looking to work in a team environment, a place where you are more a name than a number, where you interact with leadership daily, then please send your resume for review! *Perks: * * Great location, right on the water in the Canton Crossing Tower * Casual work environment and remote flexibility * Room for advancement *Job Duties: * * Application Design, construction, and deployment of projects and associated modules within an object-oriented architecture * Architect and design web-based applications for integration with other enterprise applications. * Establish programmatic tasks and performs verification tests of developed modules * Fixing production application issues * Interfacing and consuming 3rd party APIs from Banking Partners and Telecom providers. * Development of REST APIs that can be consumed by 3rd parties. * Support CRM application and automate business processes. * Database design and development using Microsoft® SQL Server, including using stored procedures, views and triggers. *Qualifications: * * 5 plus years experience preferred (mid level) * Bachelors degree in Computer Science or related field / equivalent experience * Ability to thrive in a fast-paced, rapid growth environment * Ability to solve problems and learn business rules and processes. * Ability to demonstrate strategic, data-driven thinking combined with efficient implementation * Ability work on a team and individually * A hands-on, self-starter with a positive attitude and strong work ethic * Authorized to work on US. *Technical Skills: * * Preferred - T-SQL, C#, ASP.Net * Microsoft SQL Server, Microsoft Access, Microsoft Excel, Visual Studio, and, Team Foundation Server * XML, SOAP, HTML, XHTML, Ajax, JavaScript, CSS, Bootstrap, JSON, MVC, Entity Framework AAP/EEO Statement: Clear One Advantage provides equal employment opportunity to all employees and job seekers without regard to race, color, religion, national origin, sex, age, disability, pregnancy, sexual orientation, gender identity, genetic information, veteran status, or any other protected characteristic under federal, state or local laws. Job Type: Full-time Pay: $85,000.00 - $110,000.00 per year Schedule: * Monday to Friday Experience: * Programming: 5 years (Required) * Software Development: 5 years (Required) Location: * Baltimore, MD (Required) Visa Sponsorship Potentially Available: * No: Not providing sponsorship for this job Company's website: * www.clearoneadvantage.com Work Remotely: * Temporarily due to COVID-19",4.3,"ClearOne Advantage
4.3","Baltimore, MD",,501 to 1000 Employees,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,
Mid/Senior Software Developer,$10-$27 Per Hour(Glassdoor est.),"The Company*
Counterpointe Inc. is seeking a Mid/SeniorSoftware Developer in McLean Virginia. If you are looking for a challenging opportunity to exercise your problem-solving skills in a fast-paced, Agile environment and have a passion for collaborating to deliver delightful development experiences, then this job is for you.

Founded in 2005, Counterpointe’s dedication to quality, leadership, and outstanding service has earned us a strong reputation for customer satisfaction. Our value-added business approach stresses long-term customer relationships through innovation, excellence, and integrity. Our Headquarters are located just outside of Washington, DC in McLean VA, and we are looking for qualified candidates who are interested in moving to the area and becoming part of our team.
Job Description and Responsibilities*
Specialize within or across full stack development activities as part of an Agile team, attending and participating in daily standups and weekly retrospectives while working closely with team members on a daily basis.

Participate across the software development lifecycle, including supporting and leading component design, development, and test activities, along with involvement in the requirements gathering process.

Collaboratively work with internal and external team members as well as the client, applying knowledge of multiple design principles, open source frameworks, and tools to achieve desired project outcomes with high initial quality.

The duties of this job require a high degree of specialized expertise and skill in maintaining established standards of quality and accuracy. Drive, discipline, orientation to detail and the determination to consistently deliver a quality product are highly desired.

The job environment is structured, and job expectations are clear, while the pace of the work is faster than average. The work requires specialized technical problem solving and ingenuity while working within approved organizational systems and technology. New ideas and concepts are important but will be carefully analyzed and tested before communication and adoption.

At times the job may involve managing others and there is a need for someone who can exercise the necessary authority to assure policies and procedures are followed and time frames are met. Additionally, it will be necessary to give subordinates structured opportunity to develop their own expertise and capability for quality work to assure effective delegation and shared responsibility for work output. Coaching and training support for achieving effective delegation will be required.

The position encompasses a defined span of control and opportunity for someone who engenders trust, demonstrates a sense of urgency and assures consistent achievement of quality standards. The work requires making decisions that support company guidelines authoritatively and quickly.
Qualified Candidates should have the following: *
B.S. or greater in Computer Science or related discipline
Experience with agile techniques, especially Kanban
Experience with modern programming languages (e.g., Java, Typescript, JavaScript)
Experience with commonly used open source products (e.g., Jackson, Hibernate, Angular, Maven)
Experience with Business-Driven Development approaches and technologies (e.g., Specification by Example, Cucumber)
Experience with application servers (e.g., Tomcat, Wildfly)
Experience with Git
Experience with collaboration tools (e.g., Jenkins, JIRA, Confluence, Nexus, Bitbucket)
Job Type: Full-time

Pay: $117,133.00 - $123,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Referral program
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Education:
Bachelor's (Required)
Experience:
application servers (e.g., Tomcat, Wildfly): 3 years (Preferred)
Business-Driven Development (e.g., Cucumber): 1 year (Preferred)
collaboration tools (e.g., Jenkins, JIRA, Confluence, Nexus): 1 year (Preferred)
Java: 3 years (Required)
Kanban: 1 year (Preferred)
Open Source Products (e.g., Jackson, Hibernate, Maven): 3 years (Preferred)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Innovative -- prefers working in unconventional ways or on tasks that require creativity
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
This Job Is:
A job for which military experienced candidates are encouraged to apply
Company's website:
https://www.cpointe-inc.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.7,"Counterpointe Solutions, Inc.
4.7","Greensboro, NC",,1 to 50 Employees,2005,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),
VW Automotive Cloud Salesforce Developer,$10-$27 Per Hour(Glassdoor est.),":

As a Salesforce Developer Sr. at Volkswagen Automotive cloud you will design, develop, test, QA, and debug in solutions developed in an agile environment. An individual in this role will deliver value-driven, adaptive solutions by integrating a sound understanding of business rules and drivers with a strong foundation in software engineering. As part of a customer success team of Salesforce SMEs and administrators, a Salesforce Developer will be responsible for sustaining and enhancing the entire Salesforce environment.

Role Responsibilities:

Development
Build solutions on Salesforce Cloud, Service Cloud, Marketing Cloud, Salesforce Communities
Develop end to end Salesforce solutions using Configuration and Customization - APEX Class, Triggers, Visualforce pages, Lightning components etc.,
Automate business processes using Salesforce automation tools, such as Process Builder, Workflows, Formulas, Flow Assignment Rules and email Alerts
Build integrations between Salesforce and external applications using REST, SOAP APIs, oAuth and Single Sign-On.
Migrate changes from development to test to production environment(s) using CI technologies like Salesforce DX
Perform data updates / migration using Data Loader and other similar tools
Participate in daily scrum meetings, analyze assign user stories, identify/resolve gaps in functional user stories/business requirements
Adhere to defined coding standards and develop well-structured, maintainable and easy to understand code.
Perform independent code reviews and write unit/integration test cases to achieve 85% test coverage
Ability to effectively debug and resolve issues and/or defects which may be reported as a result of faults in the production system
Assist in writing technical approach and design documentation as required
Configuring Apex code and Lightning Components with an emphasis in documentation, security, and quality.
Understanding and applying best practices of Salesforce data modeling, interface design, code development, and testing.
Defining system landscape and identify gaps between the current and desired end-states.
Providing daily support, including scripting, configuration, integration, and administration.
Developing system testing procedures.
Coordinating testing efforts to identify and resolve integration issues.
Liaising with external providers to resolve any issues in the functionality and interoperability of cloud applications, and other existing IT systems.
Maintaining communication with management and stakeholders regarding status of open issues, enhancements, and bug fixes.
Proactively engaging with stakeholders to ensure solution meets business, functional, and technical requirements.
Acting as a point of escalation for Service Desk and ticketing should the need arise.

Required Experience:
5+ years of experience in Salesforce application developing and administering the Salesforce Platform

Required Education:

Bachelor's Degree

Desired Education:

MBA or other Master's Degree

Required Skills:

Effectively work across multiple business units, matrixed environments in influencing and establishing design principals, standards, policies, and coordinating the delivery of multiple projects.
Excellent verbal and written communication skills, including the ability to demonstrate concepts to Product Management, Program Management and Business Leaders.
Risk and Issue Management
Ability to analyze and think quickly
Knowledgeable in techniques to fill in gaps in the scrum process
Ability to adapt to a changing environment
Self-motivation and ability to stay focused amid distraction
Ability to work in fast-paced environments and adapt quickly
Salesforce Certified Administrator
Experience with Apex, VisualForce, Lightning, and the salesforce.com
Significant experience in practicing and leading agile methodologies, including scrum and continuous integration environments
Experience leading technical requirements gathering and building solutions from those requirements
Work with product management to size, scope and define technical requirements and help transform them into actionable work for the engineering team
Ability to actively contribute from day one in a fast paced and evolving environment
Significant experience with web application development
A deep understanding of multiple environments, design patterns and languages.
Deep understanding of web technologies, such as JavaScript, CSS, HTML5, XML, JSON, and Ajax
Good understanding of Database technologies such as SQL, PL/SQL and relational database schema design
Comfortability with a variety of development tooling, including Force.com IDE or Illuminated Cloud, Ant migration tool, and others
Familiarity with version control and software development lifecycles
Excellent writing and organizational skills.
Ability to work with aggressive deadlines and tailor deliverables accordingly.
Ability to communicate effectively across a wide spectrum of people with varying degrees of experience and knowledge.
Self-motivated and flexible.

Desired Skills:

Experience with Azure DevOps
Salesforce Certified Platform App Builder. (formerly DEV 401)
Speaks and writes German

Work Flexibility:

Must be able to travel domestically and internationally when required
Occasional extended working hours as needed

We are proud to be an EEO employer M/F/D/V. We maintain a drug-free workplace and perform pre-employment substance abuse testing.

#LI-PB",3.7,"Volkswagen Group of America
3.7","Redmond, WA",,1001 to 5000 Employees,1955,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,
Software Engineer,$10-$27 Per Hour(Glassdoor est.),"Skill Requirements*
Languages & Frameworks
PHP / Laravel, REST APIs
Python / Lambda
Javascript / Vue.js, Node
Infrastructure
AWS / CloudFront, EC2, IAM, Lambda, RDS, S3, SES, SQS, etc.
Infrastructure automation and orchestration (ex: Ansible, Terraform)
Docker
Selection Criteria*
Degree in Computer Science or related field
Demonstrable skills working with front-end / javascript frameworks (Vue.js or React, Angular)
5 years or more experience in software engineering and development
Experience with development methodologies & tools (Jira, Agile)
Job Type: Full-time

Pay: $40,000.00 - $45,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Paid time off
Professional development assistance
Schedule:
8 hour shift
COVID-19 considerations:
We're primarily remote through COVID-19 and adhering to all guidelines and recommendations.

Experience:
Software Development: 3 years (Preferred)
Company's website:
https://intellitonic.com
Company's Facebook page:
https://www.facebook.com/intellitonic/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place",5.0,"Intellitonic
5.0","Bellingham, WA",,1 to 50 Employees,,Company - Private,,,Less than $1 million (USD),
Full-Stack Developer,$10-$27 Per Hour(Glassdoor est.),"Clearance: *IT level 2 or Secret (Must be a U.S. Citizen)
As a Full-Stack Developer, you will use your passion and skills to work alongside a collaborative development team designing and creating leading edge web-based products for our Department of Defense client. In this role, you will apply your talents and utilize the latest web development methodologies in an Agile environment to produce an enterprise system capability. In addition, you will be able to identify and implement system improvements while simultaneously learn new tools and techniques.
Responsibilities*
Apply your .NET MVC, C#, relational databases, and Agile life cycle software development techniques to modernize web applications and attain mission goals.
Use your analytical skills to identify the needs and the environment to ensure the solution being developed considers the current architecture and operating environment
Leverage your talents to ensure future functionality and enhancements
Requirements*
Experience with IT as a web application developer using .NET Core, C#, or other object-oriented programming languages for application development
Experience with Ajax frameworks or controls
Experience with reading, writing, and programmatically manipulating XML
Experience with a UI component, including Telerik, Bootstrap, Data Table, Razor, HTML5, and Web Methods
Knowledge of software design patterns
Experience utilizing SQL databases and data structures
Excellent analytical aptitudes coupled with strong oral and written communication capabilities
Desired Requirements: *
Bachelor of Arts or Bachelor of Science degree in Computer Science or related IT field.
5+ years of experience with IT as a Web application developer using .NET MVC and C# as an object-oriented programming language for application development
5+ years of experience with relational databases, including Microsoft SQL Server, Oracle, Access, or MySQL
Experience with Web technologies, including HTML, CSS, JavaScript, and jQuery, and experience with web services, service-oriented architecture, or RESTful services
Experience with mobile code technologies
AWS or Azure DevOps experience a plus
Job Type: Full-time

Pay: $100,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Life insurance
Paid time off
Professional development assistance
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Software Development: 5 years (Preferred)
Security Clearance:
Secret (Preferred)
Work Location:
Multiple locations
This Job Is:
A job for which military experienced candidates are encouraged to apply
Company's website:
https://www.flatterinc.com/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.3,"Flatter Inc.
4.3","Lorton, VA",,51 to 200 Employees,2002,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),
UI Developer (Remote),$10-$27 Per Hour(Glassdoor est.),"As a UI Developer at Advicent, you will participate in an agile environment, developing and supporting our web-based applications. This team is focused primarily on frontend, user interface development.

This remote position can be permanent work-from-home, or a hybrid of at home/in-office.

• Bachelor’s degree in software engineering, computer science, or related discipline
• 3+ years of UI / frontend development
• Expert understanding of Javascript and frontend technologies
• Familiarity with Angular framework
• Experience with object-oriented principles in an Agile development environment
• Experience with writing and supporting unit tests
• Demonstrate a high level of creativity, problem solving, and critical thinking
• Desire to grow oneself and the skillsets of team members

• Design, develop, and maintain applications
• Participate in development projects on a cross functional Agile team to maintain, enhance, and add onto Advicent’s product suite
• Support product deployments, including coordination, training, documentation, and troubleshooting
• Support test best practices, including unit and integration testing
• Utilize and maintain department development tools to continuously enhance Advicent’s Agile development process and coding standards
• Research and experiment with new technologies and techniques to continuously improve Advicent’s product suite
• Understand our products’, customers’, and partners’ needs in the Financial Planning industry
• Perform other tasks and projects as assigned",1.9,"Advicent Solutions
1.9","Minneapolis, MN",,201 to 500 Employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),
Software Engineer,$10-$27 Per Hour(Glassdoor est.),"_Allegheny Science & Technology (AST)_* is looking for a *_Software Engineer_* to support our U.S. Department of Energy (DOE) customer in the management, maintenance and enhancement of a web-based program management tool used for implementing processes to ensure accountability for program schedule, time and cost management.
This system, which uses Microsoft Active Server pages (ASP.NET) technology in conjunction with Structured Query Language (SQL) Server’s stored procedures, presents dynamic web content tailored to the program management requirements of DOE.

As a member of the development team, this mid-level position would provide Web- based application design, development, and testing utilizing ASP.NET, C#, JavaScript, CSS, HTML and Microsoft SQL Server.
Position Responsibilities: *
• Translate business requirements to technical specifics and develop software architecture and design based on the client or company requirements.
• Use applications, tools and other resources to create required codes and keep all information and codes confidential.
• Keep up to date on the latest technologies and solutions, validate the software developed and debug codes.
• Document the developed software and test run it before handing it over and maintain timelines of delivering the developed programs.
• Participate in regularly scheduled Change Control Board (CCB) meetings.
Position Requirements: *
• A Bachelor’s Degree in Computer Science, Computer Engineering, Software Engineering or related field with 5 – 7 years of related experience in performing coding, debugging, testing and troubleshooting throughout the Software Development Life Cycle (SDLC) process.
• Programming Languages:
o C#, C, C++
o SQL/PLSQL/MYSQL
o JavaScript
o HTML
o Java
o PHP
• Frameworks:
o .NET
o MVC.NET
o Rails
o Entity Framework
o Entity Spaces
• Software:
o Microsoft Office Suites
o Microsoft SQL Server Management Studio
o Visual Studio
o Team Foundation Server (TFS)
o Toad for Oracle
o SQL Developer
o DevExpress
Desired Skills: *
• Working knowledge of Capability Maturity Model Integration (CMMI) Level 3 best practices.
• Knowledge of DOE business practices and related business systems.
• Knowledge of ISO9001:2015.
About AST: *
Allegheny Science & Technology Corporation (AST) is an award winning, woman-owned technology and energy firm with expertise in applied science and technology, mission assurance and support, and data and decision analytics. AST integrates science and technology to deliver personalized service and trusted solutions for government and commercial clients. AST has been named to the Inc 500/5000 and Washington Technology’s Fast 50 for six consecutive years, as well.

AST applies our core capabilities to overcome critical challenges in the energy, environment, intelligence, and defense sectors. Our partners can trust us to consistently prove our value through efficient delivery of effective solutions and full-commitment to their missions. Our ability to deliver derives from our family-oriented culture, continual development and inspiration of our team members, and giving back to our communities. AST has a strong geographic base and has many offices from which to serve clients in the DC Metro Area, West Virginia, Pittsburgh, Charlotte, Idaho Falls and Denver and has an overall presence in 16 states.

AST provides career growth and development, a competitive compensation and benefits package which includes medical, dental, vision, short and long-term disability, flexible spending account, life insurance and a 401(k) plan.

AST is an Equal Opportunity Employer (EOE) – Veterans/Disabled and other protected categories.

Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Referral Program
Vision Insurance
Schedule:
Monday to Friday
Experience:
Capability Maturity Model Integration (CMMI) Level 3: 1 year (Preferred)
related work: 5 years (Preferred)
Department of Energy: 1 year (Preferred)
ASP.NET, C#, JavaScript, CSS, HTML and Microsoft SQL Server.: 2 years (Required)
Education:
Bachelor's (Required)
Relocation Assistance Provided:
No
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is:
A job for which military experienced candidates are encouraged to apply
A job for which all ages, including older job seekers, are encouraged to apply
A job for which people with disabilities are encouraged to apply
Company's website:
www.alleghenyst.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.5,"Allegheny Science & Technology
4.5","Bridgeport, WV",,201 to 500 Employees,2008,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,
Software Engineer,$10-$27 Per Hour(Glassdoor est.),"Software Engineer

Location: Apple Valley, MN (remote work during COVID-19)

SUMMARY:

Full Stack Software Engineer will be working with architect and senior engineers to enhance and create a program for delivering content to be used on assessment tests for multiple state contracts. The opportunity to work with AWS, C#, Angular to develop the next level system for Questar Assessment, Inc. You will become an instrumental piece in establishing and/or refining development standards across the breadth of products used both internally and customer facing. As Questar is evolving, you will be in the forefront of the use of serverless cloud applications and initiatives.

Questars code base primarily includes AWS/C#/ASP.NET Core/Angular/TypeScript/HTML5/CSS3, Restful APIs and WCF Services, open source internal tools, and Microsoft SQL Server 2012 database code. All code currently under source control using Git repositories.

You will assist with concerns ranging from code architecture and delivery. Your experience and knowledge will help to drive Questars student test taking platform to well perceived products that brings confidence and delight to students and teachers across districts in United Status.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
Collaborate with engineers both in and outside your direct team on implementation and release of code branches to effectively meet the product roadmap
Collaborate with Architects in best practices for code implementation with code reviews prior to deployment from the development environments
Work one-on-one and in small team groups to discuss and refine poorly performing code
Develop code with front-end developers to streamline and support online content authoring and publishing capability that is needed to feed new and innovative items to students across nation.
Develop clean code that utilize proven design pattern in a test-driven development environment
Become part of the development process, embracing the growth of the engineering culture. Sharing ideas for efficiencies and paving the way to clean code promotion.
Provide clear and consistent communication while working with business analyst roles to create better efficiencies for developers by shaping the nature of the BAs work on business requirements and functional specification
Be an active participate in scrum ceremonies, with knowledge of the Agile and Kanban process of work
Effectively communicate your work, be able to provide accurate estimates and collaborate across teams to meet deliverables
QUALIFICATIONS:
Experience: 4+ years of software development using .NET/C#HTML5/JavaScript/CSS3, and Microsoft T-SQL.
Full-stack awareness from front-end to database design and development
Experience with at least one framework/library like bootstrap.js, foundation.js, angular.js, react.js
Experience with modern JavaScript library such as jQuery, backbone.js, modernizr.js, d3.js
Experience with cloud migrations and cloud native applications is a plus.
Ability to write clean, standardized, and code that performs optimally in highly concurrent environments.
Ability to consume and create APIs and web services using REST.
Experience with Waterfall and Agile development and familiarity with scrum
Experience with contribution to public open source front end development code base is a plus
Knowledge of accessibility standards (WCAG 2.0 compliance) and education accessibility standards (QTI/APIP, SIF, AIF) is a plus.
Personal Effectiveness
Clear, effective written communications.
Ability to be self-directed and motivated a MUST.
Team oriented, open, honest and collaborative non-political approach.
Ability to listen and learn from others.
Effective analytical and problem-solving skills
Ability to test your code and code of your peers, ability to write and administer unit tests
Hard working, with delivery to customer in mind
Education:
A Bachelor's Degree in Computer Science, Information Systems or similar discipline from an accredited four-year college or university
Other Requirements:
Must be authorized to work in the US and not require visa sponsorship now or in the future.
Must be willing to relocate to the Minneapolis-St. Paul, MN area (long-term telecommuting not available)
Powered by JazzHR",2.1,"Questar Assessment
2.1","Apple Valley, MN",,1001 to 5000 Employees,1976,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,
Frontend Software Developer,$10-$27 Per Hour(Glassdoor est.),"As a key member of RAINN's information technology team, the frontend developer will combine a superior knowledge of user-friendly and visually appealing design with a basic understanding of web functionality to create mobile-based or web-based applications and sites. They will also be able to interpret user data and incorporate feedback into their design to maximize usability for stakeholders and customers.
The UX specialist must be able to work both independently and with a team to develop end products. They will communicate directly with the Director of Technology to provide updates on progress and stay focused on the vision. They should have excellent project management skills and a functional knowledge of app development tools. They will need to be able to tweak designs to meet company specifications and address user feedback.
Essential Duties and Responsibilities
Software Design
Capture and document software requirements.
Design, implement, and augment a positive user experience for app-based or mobile-based software.
Read, interpret, and incorporate customer feedback data into design.
Execute prototype testing and work to make design intuitive and accessible.
Follow new trends and implement industry-accepted best practices.
Support quality development practices and pursue new and better ways to build and improve software.
Focus on customer service.
Communicate effectively with Director of Technology on project status.
All other duties as assigned
Software Development
Build, maintain and have ownership of web applications.
Write, design or edit markup for web page content, or direct others producing content.
Capture and document software requirements.
Support quality development practices and purse new and better ways to build software.
Follow industry trends and apply them where they fit.
Participate in quest for ways to improve existing applications.
All other duties as assigned
Research and evaluate new software solutions.
Position Specifications/Requirements
To perform this job successfully, an individual must be able to perform each essential function satisfactorily. The requirements listed below are representative of the knowledge, skill and/or ability required:
Bachelor's degree in computer science or equivalent work experience.
Demonstrated expertise in design of web- or mobile-based applications
2-3 years of experience developing applications in Java or Javascript.
Experience designing and developing features and functionality into existing software.
Strong knowledge of HTML, CSS and JavaScript
Experience writing and consuming RESTful APIs
Experience writing unit and functional tests.
Working knowledge of SQL (preferably MSSQL/MySQL) and NoSQL (preferably MongoDB).
Proven experience with Git.
Solid knowledge of OOP software concepts, design patterns and best practices.
Good grasp of Linux and Mac development tools.
Working knowledge of responsive design.
Experience with Spring Security and Spring Boot.
Experience with JavaScript frameworks and libraries (Angular, Vue, React, NodeJS)
Experience deploying and managing web apps to AWS or another PAAS provider.
Knowledge of Agile development principles.
Ability to work well under pressure and maintain composure during stressful situations; ability to handle shifting and multiple priorities.
Quick and self-motivated learner.
Can solve problems using own critical thinking skills, with an emphasis on innovation.
Ability to work independently and proactively manage schedule and workload to meet set deadlines.
Ability to solve problems and deal with a wide range of situations.
Must pass a background check administered by RAINN.
Physical Activities:
The following physical activities are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions and expectations:
The person in this position needs to regularly move about inside the office to access file cabinets,
office equipment, etc.
Must be able to remain in stationary position 80% of the time.
Must be able to get to locations outside of the office independently, without physical assistance.
Must be able to operate a computer and other office productivity machinery (e.g., copier and fax
machine).
Must have vision correctable to a level where individual can operate a computer; visualize text
on a computer monitor.
Environmental Conditions
There are no harmful environmental conditions that are present for this position. The noise level in the work environment is usually moderate.
TO APPLY: Please submit resume, cover letter and salary requirements to Chief Technology Officer at: https://rainn.applicantpro.com/jobs/1253045.html
Incomplete applications will not be considered.
The above is intended to describe the general content of and requirements for the performance of this job. It is not to be construed as an exhaustive statement of the essential functions, responsibilities and/or requirements.
When you work for RAINN, you're joining a team of experts and professionals who stand up for survivors of sexual violence every day. Your job is important--and so are you. RAINN will not discriminate against any employee or applicant for employment because of race, color, creed, religion, national origin, gender, sexual orientation, age, gender identity, genetic information, disability, or protected veteran status. RAINN is committed to maximizing the diversity of its organization and depends on a diverse staff to carry out its mission, and encourages all qualified candidates to apply.
EOE/M/F/D/V",3.2,"RAINN
3.2","Washington, DC",,51 to 200 Employees,1994,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),
