Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Sr. Salesforce Developer,$10-$26 Per Hour(Glassdoor est.),"Who We Are:

Bandwidth lives for innovation! Our technology powers brands like Google, Microsoft, GoDaddy, Arlo, Netgear, Zoom, Rover and more of the most exciting leaders in technology. Our intelligent voice, messaging, 9-1-1 access, and phone number services— all backed by Bandwidth's own nationwide, all-IP voice network—allow us to power the way people communicate, connect, and do business.

At Bandwidth, your music matters when you are part of the BAND. We celebrate differences and encourage BANDmates to be their authentic selves. #jointheband

What we are looking for:

We are looking for a passionate and talented Sr. Salesforce Developer to join our growing team and help take our Salesforce platform to the next level. You will be given a high level of responsibility for the freedom and the potential to make an immediate impact. We're seeking somebody who is a maker, a hacker, and a software craftsman. If your idea of fun is losing track of time while geeking out lighting or apex, we'd like to talk to you.

What You'll Do:

You're gonna write great code and lots of it. You'll be a senior member of an agile software development team, and a leading voice in your team's design and implementation efforts. You'll communicate with peers to build and refactor code that is both readable and reliable due to its inherent lack of complexity. You'll also look critically at what we're building and how we're building it, and you'll originate ideas and activities that advance our craft.

What You'll Need:

If you're our person, you probably look like this:

You have 5+ years of experience developing directly in the Salesforce platform
You have experience building custom Salesforce solutions utilizing lightning web components and apex for complex business processes
You have Salesforce Platform Developer and Platform App Builder certifications
You have the ability to evaluate complex business problems and turn them into solutions
You have experience with other technologies just as Java, Javascript, and jQuery
You have experience developing solutions on Sales Cloud, Service Cloud, and Heroku
You have experience testing and troubleshooting customizations, determining root causes
You have the ability to document and chart customizations in a manner that makes sense to both end-users and peers.
You're passionate about the craft of software engineering

Extra Credit for You:

Wow, it'd be really great if also:

You have experience working in International Salesforce instances and understand their associated complexities
You have experience with Mulesoft
You have experience developing on other platforms such as NetSuite, Workday, or Zendesk
You've been a part of or led teams in an agile environment and are steeped in the methods of Scrum and Kanban
The Whole Person Promise:

We make a ""Whole Person"" promise to our team. You can have both meaningful work PLUS a full life at Bandwidth. We focus on accomplishing our mission as ""whole people."" That means we take care of our people—in body, mind, and spirit.

Health: We pay 100% for benefits coverage including Medical, Dental, Vision, Prescription, Life, and Disability. Corporate chaplains, EAP and 401K match.
Fitness: 90-minute fitness lunch with a paid gym membership with shuttle service available for workouts. On-site cardio gym, locker room/showers, classes, and sponsored sports and leagues. Nutritionist and personal trainer on-site.
Volunteer: We have a program dedicated to providing volunteer opportunities to employees, Bandwidthcares.

Employee and Applicant Privacy Notice",4.3,"Bandwidth
4.3","Raleigh, NC",,501 to 1000 Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),
Web Design Instructor for Online Courses,$10-$26 Per Hour(Glassdoor est.),"*Requirements: *

• Master's Degree required

• A portfolio of work or samples

*Qualifications: *

*As an instructor you would be required to have: *

*• A mastery of HTML5 & CSS3 *

*• Good design and UI/UX skills*

*• Experience with Photoshop / Illustrator*

*• A working knowledge of PHP & JavaScript*

*An ideal candidate would also have experience with: *

*• WordPress*

*• Bootstrap*

*• jQuery / Angular / Ajax*

*• SQL Databases*

*• Adobe Animate / Flash*

*Job Tasks, Responsibilities and Authorities: *

Instructor will perform a full range of duties, including:

• Prepare and implement web based lesson plans that lead to student comprehension of curriculum concepts

• Lead classroom instruction in real time, online

• Aid the college in keeping current with design and technology trends

• Update course materials as needed

• Assess student progress and maintain accurate student records

• Communicate with students, web department, and colleagues in a professional manner

Job Types: Full-time, Part-time

Experience:
* web development: 2 years (Required)

Education:
* Master's (Required)

Benefits:
* Health insurance
* Dental insurance
* Vision insurance
* Retirement plan
* Paid time off
* Flexible schedule
* Professional development assistance

Hours per week:
* 10-19
* 20-29
* 30-39

Schedule:
* Monday to Friday
* No weekends

Company's website:
* www.lauruscollege.edu

Benefit Conditions:
* Waiting period may apply
* Only full-time employees eligible

Work Remotely:
* Temporarily due to COVID-19",4.8,"Laurus College
4.8","Santa Maria, CA",,51 to 200 Employees,2006,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,
Senior Software Engineer - Remote,$10-$26 Per Hour(Glassdoor est.),"Who We Are: *
We are a software development and IT consulting firm who knock the socks off our clients. We work closely with organizations to develop creative and custom software solutions so they can focus on what’s most important, their mission. Here at KL&A, we love what we do and believe that our employees are our greatest asset which is why we search for the best and brightest (and perhaps the most caffeinated) of the bunch. And we don’t mean to brag, but we’re honored to have been named a Top Workplace by the Detroit Free Press for the second year in a row.
Who You Are: *
You love working with innovative technologies and learning something new every day. You elevate those around you by mentoring fellow software engineers and teaching others. Writing code of both high volume and quality is important to you, and you thrive off of receiving feedback and learning from your colleagues. You enjoy being challenged and discussing new opportunities and methods with those around you. You’re always thinking one step ahead and relish the head-scratching puzzles that problem-solving can bring. You enjoy collaborating with your team and working in a primarily virtual environment.
About the Role: *
As a Senior Software Engineer, you will provide creative solutions and opportunities to our clients. You’ll work on complex applications with a team comprised of fellow software engineers, project managers, business analysts, quality assurance analysts, and client stakeholders. You will help to develop and deploy web-based, client/server, mobile or data system applications and can be relied upon to complete complex, full stack tickets within an agile software development environment. Your work schedule will take place in the Eastern time zone and you'll travel to our Okemos, MI office on a quarterly basis.
Required Skills & Experience*
At least 3 years of experience building web applications or server-based applications
Must be legally authorized to work in the US without current or future need for a visa sponsorship
Experience with any web development MVC framework, such as ASP.NET MVC, Spring MVC, Angular or other modern web application frameworks.
Relational database development experience (SQL Server 2008+, Oracle 10+, PostgreSQL, MySQL, DB2)
Experience using JavaScript or TypeScript frameworks to improve front end functionality
Knowledge of Hibernate (java), Entity Framework (.NET) or other ORM
Experience developing RESTful Web Services using Web API, WCF, or similar technologies
Must have a solid understanding of software engineering principles and Agile software development methodologies
Must be a self-starter who can work independently and collaborate with a team with a diverse set of people
Must have a desire and drive to learn new technologies and embrace the concepts of continuous improvement
Must have a passion for creating and delivering software that is both high quality and highly innovative
Must have excellent programming, analytical, and problem-solving skills
Must have excellent verbal and written communication skills (English)
Must have reliable internet and technologies to operate in a remote setting
Must be able to work during normal business hours within the Eastern time zone
Must be able to travel to Okemos, Michigan on a quarterly basis, at minimum
Bonus Skills & Experience: *
Experience optimizing database structures for performance and/or maintainability and the ability to design and optimize stored procedures
Working knowledge of source control (Git, SVN, TFS, etc.), build tools (ANT, Maven, and Gradle) continuous integration (Jenkins)
Experience writing automated unit tests (NUnit, JUnit, Spock)
Previous consulting experience
Compensation & Perks: *
Competitive salaries with bonus potential
Three (3) weeks paid vacation (prorated for first year)
40 days of paid sick time (prorated for first year)
401(k) with employer match
Ongoing education and training reimbursement
Employee recruiting incentives
Your choice of computer (PC or Mac)
Premium healthcare insurance including medical, dental, and vision
Flexible Spending Accounts for dependent care and medical care
Employer-paid group long-term disability and group life insurance
Cell phone allowance
Workspace customization allowance
Awesome co-workers!
COVID-19 Considerations*
During the pandemic, KL&A is conducting all interviews via phone or online with video conference technology. New employees are being onboarded virtually and provided the tools they need to begin employment while working remotely. KL&A is currently operating in a fully remote capacity while continuously monitoring the changes and trends in our area. KL&A will continue to operate remotely until it is deemed safe for our employees to return to the office.

Kunz, Leigh & Associates provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Kunz, Leigh & Associates complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Kunz, Leigh & Associates expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Kunz, Leigh & Associates’ employees to perform their job duties may result in discipline up to and including discharge.

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Work Location:
Fully Remote
Company's website:
kunzleigh.com
Company's Facebook page:
facebook.com/kunzleigh
Work Remotely:
Yes",4.5,"Kunz, Leigh & Associates
4.5","Okemos, MI",,51 to 200 Employees,1992,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),
Applications Architect - Leadership,$10-$26 Per Hour(Glassdoor est.),"Company Summary

Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.

Target Openings

1

Job Description Summary

This is a high level, high visibility, individual contributor, technical leadership role. You will grow your career and develop your skills helping Business Insurance implement innovative on premise and latest cloud computing solutions to enable our business to leverage technology to solve various problems. Helping groups to understand application architectures and integration approaches, and the consultative and leadership skills to launch initiatives on a trajectory to success.
The ideal candidate needs to be familiar with design and implementation best practices for applications, servers, and networks and must possess a unique combination of deep technical skills and business acumen as well as a do-what-it-takes attitude to ensure our business enablement for success.

Business Insurance is looking for a highly motivated Lead Solutions Architect to help accelerate our growing business agenda and digital enablement. This is an excellent opportunity to join Business Insurance architecture working with some of our best and brightest technical team while also developing your skills and furthering your career within one of the most innovative technology unit in Travelers.

As a Lead Solutions Architect at Business Insurance, you will have the opportunity to help shape and deliver on a strategy to build broad set of technical solution supporting various aspect of critical business functions such as customers interaction, distribution and connectivity, and core underwriting while working directly with our key business stakeholders. Your broad responsibilities will include: owning the technical solution and ultimate success of the capability; defining implementation architectures, developing a deep expertise in both business process, and employed technologies as well as broad know-how around existing applications and services landscape; and being a subject matter expert on areas as they related to customers, agents, and internal employee applications and services leveraging technologies such as cloud/containers, machine learning, user interfaces, security, and APIs.

Primary Job Duties & Responsibilities

Basic Qualifications:

8+ years design/implementation/consulting experience with distributed applications.
4+ years’ experience in at least 3 of the following runtimes: nodejs, Java, .net core, golang, python.
4+ years of experience in JavaScript for both client and server side development.
4+ years of experience in infrastructure architecture, database architecture and networking.
Technical degree required.

Minimum Qualifications

High School diploma or equivalent required.
5 years of experience in enterprise, application, and/or information architecture required.
1 year of experience as a technical lead required.

Education, Work Experience, & Knowledge

Bachelor's degree in a related field preferred.
7 years of experience in enterprise, application, and/or information architecture preferred.
3 years of experience as a technical lead preferred.
Experience managing others preferred.

Job Specific Technical Skills & Competencies

Intermediate/advanced knowledge of Financial Services Industry and preferable in Insurance.
Industry expert in at least one technical domain, vertical and/or platform (Cloud Computing (Containers, Kubernetes/Docker), APIs, Machine Learning, Distributed Systems, etc).
Experience developing large scale application architectures to meet business requirements in complex environments.
Experience migrating or transforming legacy customer solutions to the cloud.
Demonstrated ability to adapt to new technologies and learn quickly.
Presentation skills with a high degree of comfort speaking with executives, IT management, and engineers.
Strong written communication skills.
High level of comfort communicating effectively across internal and external organizations.

Employment Practices

Travelers is an equal opportunity employer. We value the unique abilities and talents each individual brings to our organization and recognize that we benefit in numerous ways from our differences.

If you have questions regarding the physical requirements of this role, please send us an email so we may assist you.

Travelers reserves the right to fill this position at a level above or below the level included in this posting.",4.1,"Travelers
4.1","Hartford, CT",,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),
Front End Engineer,$10-$26 Per Hour(Glassdoor est.),"ForeSee Medical is a tech start-up with a legacy management team focusing on improving the patient care landscape. Are you a seasoned senior developer looking for a greenfield project? Do you want to work on a revolutionary platform to help improve healthcare efficiency? If so, keep reading!

ForeSee engineers develop the next-generation open platform, cognitive processing software solutions that place data in the hands of providers and care teams to empower them to positively influence health outcomes. We’re looking for engineers who bring fresh, progressive ideas and the spirit of innovation as we embark on our journey. As a key member of a small and versatile team, you will design, test, deploy and maintain the ForeSee solutions.

As an engineer, you will work on projects critical to helping healthcare providers and patients as they navigate an ever-changing healthcare industry. We are seeking software engineers that want to be part of the creative process as well as versatile, display leadership qualities and passionate about working on revolutionary solutions to the problems facing the industry.

What will you be doing?
From the ground up architect, design, develop, deploy and support next generation web applications with a focus on a dynamic and intuitive user experience.
Who are you?
You have deep understanding in OOJS, HTML, CSS, REST, HTTP, and MVC Architecture.
Enjoy experimentation and new ideas.
You enjoy learning and always improving yourself and the team around you.
You have worked on large scale enterprise web applications dealing with millions of users serving a large user population which is currently in production.
You are an experienced technical leader.
You care about quality and you know what it means to ship high quality code.
You practice Test Driven Development daily.
Requirements
BA/BS degree or equivalent practical experience.
5+ years relevant work experience in web application development.
Experience in the healthcare software domain.
Expertise in AJAX, HTML and CSS.
Experience in UI and UX design.
Experience in responsive design.
Development experience designing object-oriented JavaScript.
Nice to have
Experience with user interface frameworks such as Angular, React, View etc….
Experience with JavaScript libraries and frameworks.
Experience working on cross-browser and OS interoperability.
Experience in an Agile development environment.",,"foresee medical, inc.","San Diego, CA",,,,,,,,
Cyber Capabilities Developer,$10-$26 Per Hour(Glassdoor est.),"Technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. Those charged with protecting the United States are not always able to access the evidence needed to prosecute crime and prevent terrorism. The Government has trusted in Peraton to provide the technical ability, tools, and resources to bring criminals to justice. In response to this challenge, Peraton is seeking a Cyber Capabilities Developer with experience in Python who will be responsible for conducting development activities that directly support the customer mission. This support shall include knowledge and insight in cyber security tools, network topologies and secured networks

What you’ll do…

Apply expertise in development activities focused on software development and network analysis.
Software engineering and development.
Configuring and managing varying/mixed complex networking environments.
Detection, containment, collection, reverse engineering, analysis and mitigation of cyber threat activity.
Threat analysis of discovered vulnerabilities and malware threat analysis.
Manage and develop Linux environments.

You’d be a great fit if…

At least three (3) years of recent and relevant working experience is required in the following focus areas:
Python
Knowledge of TCP/IP stack
Switching and routing protocols
Memory and PCAP data analysis
Diversity across Mac, Windows and Linux environments
Software development life cycle
You have a current Top Secret security clearance with SCI eligibility and the ability to obtain a polygraph.

It’d be even better if you…

Have professional experience related to cyber intrusions and the analysis of technical data within cyber threat environments
Have experience working in team environments for software development
Have experience analyzing cyber threat data including:
Malicious software reverse engineering
Network traffic analysis
Memory forensics
Disk forensics
Have significant experience managing and developing for Linux environments
Have experience in programming languages: C/C++, JavaScript, PHP
Have experience engineering hardware and or software (design, development, implementation, testing, deployment and maintenance)
Have an understanding of network security devices to include, but not limited to, Intrusion Detection Systems, Firewalls, Security Information Managers, and Network Vulnerability Scanners

What you’ll get…

An immediately-vested 401(K) with employer matching
Rapid PTO accrual schedule with floating holidays
Comprehensive medical, dental, and vision coverage
Tuition assistance, financing, and refinancing
Paid maternity and paternity leave
Company-paid infertility treatments
Cross-training and professional development opportunities
The ability to influence major initiatives
This position requires the candidate to have a current Top Secret security clearance and the ability to obtain a polygraph. Candidate must possess SCI eligibility.
We are an Equal Opportunity/Affirmative Action Employer. We consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law.",3.7,"Peraton
3.7","Chantilly, VA",,1001 to 5000 Employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),
Lead Enterprise Software Engineering Instructor - US-Remote + Travel (multi,$10-$26 Per Hour(Glassdoor est.),"Lead Enterprise Software Engineering Instructor - US-Remote + Travel (multiple)

Enterprise Instructors at Galvanize don’t just teach, they guide. Not just the hard skills – they dig into personality types, habits, and learning styles. Our instructors don’t just talk the talk: they lead by example and immerse students in Extreme Programming (XP) from day one. In addition to giving lectures and white-boarding, instructors lead inquiry, pair program, provide ongoing student feedback, and coach XP product teams.

Galvanize is looking for instructors that are interested in teaching the fundamentals of XP and modern web development. We offer an intensive XP course that focuses on using XP to produce software on budget, on time, and with a high degree of customer satisfaction. Our XP curriculum includes Pair Programming, Writing User Stories, User Story Pointing, Agile Retrospectives, Iteration Planning Meetings, Test Driven Development (TDD), Team Building and relies on technologies such as JavaScript, Node.js, Express, HTML/CSS, Java, SQL, MongoDB, Git, and Pivotal CloudFoundry.

\\*\\*This position can be based anywhere in the US, but will require regular travel/long term engagements (2-3 months) at various client sites around the US (currently includes Phoenix, San Francisco, OR Chicago.)
AS AN ENTERPRISE INSTRUCTOR YOU WILL: *
Support and lead lectures and class activities.
Support and lead students during project work and problem sets.
Learn Extreme Programming and coach student teams on project work.
Provide students with a meaningful classroom experience.
Work alongside Galvanize staff in providing prompt feedback on student progress.
Provide a strong Extreme Programming environment.
Facilitate a dynamic and collaborative classroom community.
Work collaboratively with all Enterprise instructors to coordinate weekly plans and activities.
Provide students with meaningful and prompt feedback on their progress.
Provide feedback to Enterprise team members with respect to technical and instructional design and delivery topics
EXPECTED EXPERIENCE: *
At least 5+ years of experience building production web applications using Ruby, Ruby on Rails, Java, JavaScript, Python or a similar platform.
Fluency in the following topics: JavaScript, HTML/CSS, SQL (any of PostgreSQL, MySQL, SQL Server, Oracle, etc.), MongoDB, Web Fundamentals (HTTP, APIs, REST, JSON).
Thrives in a continuous feedback environment and welcomes feedback from students and other instructors.
Ability to quickly learn and utilize new concepts.
Eager to shape the skills, minds, and trajectories of a team learning XP.
Great communication skills.
Experience teaching and/or mentoring developers – or a deep interest in giving it a try.
Bonus: Current XP team member.
Bonus: Experience working with Agile or XP teams – pair programming experience a plus.
Galvanize provides equal employment opportunities (EEO) to all employees and applicants for employment. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status.

Java, Developer, Programmer, Coder, C++, C, javascript, python, xp, pair programming, Cloud, AWS, technical instructor, software engineer, software architect, full stack

Job Type: Full-time

Pay: $110,000.00 - $150,000.00 per year

Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Paid time off
Parental leave
Vision insurance
Schedule:
Monday to Friday
Work Location:
Multiple locations
Work Remotely:
Temporarily due to COVID-19",4.3,"Galvanize
4.3","United, PA",,201 to 500 Employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,
Full Stack Developer,$10-$26 Per Hour(Glassdoor est.),"Description

Job Description:

The Homeland Security Solutions Operation within Leidos is seeking Software Developer with strong systems, software, cloud, and Agile experience to support a complex program to provide Agile development and operations and maintenance for critical systems on a mission-critical program supporting the Passenger Systems Program Directorate (PSPD) within Customs and Border Protection (CBP). PSPD supports the Department of Homeland Security (DHS) and CBP critical missions, specifically screening and processing travelers at the ports of entry (POEs) into the United States.

In this hands on position, you will work collaboratively to architect, design, build, deliver, and enhance highly available, scalable, real time systems. You will exercise your judgment in determining and recommending the best designs based on customer business objectives, timelines and other resource constraints. You will participate in and/or direct major deliverable of projects through all aspects of the software development life cycle including scope and work estimation, architecture and design, coding and unit testing.

Primary Responsibilities

Performs technical planning, system integration, verification and validation, cost and risk, and support ability and effectiveness analyzes
Must be a self-starter, strong leader, and have the ability to work independently with little supervision.

Basic Qualifications

BS degree and and 8 – 12 years of prior relevant experience or Masters with 6 – 10 years of prior relevant experience.
Proficiency and knowledge of the following:
Oracle, Weblogic, SQL, MyBATIS, IBM MQ, MySQL, Spring MVC, Salesforce, Struts, Hibernate, Java, JSF, Swing, JavaScript, Bootstrap, Angular.
Knowledge of software design patterns.
Experience with an issue/problem tracking system (e.g., Jira)
Proficiency with MS Office Products (Word, Excel, Visio, & PowerPoint).
Proficiency with common Agile practices, service-oriented environments, and better development practices
Excellent written and verbal communication skills
Experience with DevOps frameworks
U.S. Citizen
Must have the ability to obtain a Public Trust clearance, at minimum

Preferred Qualifications

Active CBP BI
Experience with CBP

Experience on AWS, CI/CD, SecDevOps is a plus

cbpoit

External Referral Bonus:
Eligible

Potential for Telework:
Yes, 50%

Clearance Level Required:
Top Secret

Travel:
Yes, 10% of the time

Scheduled Weekly Hours:
40

Shift:
Day

Requisition Category:
Professional

Job Family:
Software Engineering

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.7,"Leidos
3.7","Reston, VA",,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),
Sr. Solutions Engineer (Bilingual - Spanish) |,$10-$26 Per Hour(Glassdoor est.),"POSITION: BILINGUAL SENIOR SOLUTIONS ENGINEER (SPANISH)*
LOCATION: WESTERN USA*
WHO WE ARE*
Acuant is a leading B2B provider of identity verification technology. We are revolutionizing the way consumers transact by allowing businesses to quickly and seamlessly identify who they are doing business on any platform while protecting both parties. Join a global team that works with leaders in all industries to delivers best in class technology.

Acuant's Trusted Identity Platform provides complete identity verification based on your level of risk so you can build your business with valid customers. Powered by AI for the highest speed and accuracy, omnichannel products enable seamless customer experiences to increase conversions in the digital economy. Scalable, secure and compliant (KYC, AML & GDPR), Acuant allows businesses to establish trusted identities from any location in seconds. www.acuant.com
WHAT WE LOOK FOR*
Do you like understanding how cloud and mobile products work and finding solutions for challenging problems. Do you enjoy connecting with customers and helping them improve their business? Are you knowledgeable, resourceful and show initiative? These are the qualities of an idea candidate for the Senior Solution Engineer position at Acuant.

The Senior Solution Engineer is a member of professionals who participate in the sales cycle by working with prospects and customers to clearly articulate Acuant's technology and use cases associated with it. Along with significant (5+ years) experience in a technical pre-sales or customer-facing role, an understanding of the Enterprise sales cycle and its corresponding technical requirements are required to be effective in this position.
Bachelor’s degree (or higher), with exposure to computer science, math, engineering, or equivalent practical experience
5+ years' experience in a Solutions Engineering or Pre/Post-Sales role, or demonstrated success in a related field
Fully bilingual in English and Spanish
Experience with API either Restful or SOAP
Basic understanding of SDKs
Basic understanding of C#, JavaScript, Java
Basic understanding of relational data base management systems (RDBMS) and how they integrate with applications
Experience with physical and virtualized infrastructure, operating systems, and software configuration
Overall technical savvy with demonstrated ability in work in a small team setting, owning complex technical projects with international scope
Experience managing and collaborating on short-term implementation projects, with documented results
Lateral and logical troubleshooting, follow-through and problem-solving skills, resourcefulness, attention to detail, and communication skills, both verbal and written
Customer Focus - Responds effectively to needs expressed by customers
Must be able to present effectively in front of groups, both technically and non-technically oriented. Also requires ability to understand business problems of C-level executives; discuss these problems; present and prepare solutions
Must be able to travel 25%
WHAT YOU BE RESPONSIBLE FOR*
Understand and communicate solution messaging at both a technical and business level
Provide industry expertise and guidance to clients using Restful APIs
Become a Subject Matter Expert (SME) for Acuant's Cloud and Mobile products
Remove Sales obstacles by providing internal consulting, training, and knowledge support
Partner with Sales to build long-term account relationships, that deliver ongoing business value
Help complete technical sections for RFP/RFI/RFQ responses for assigned accounts
Collaborate with internal Product and Engineering teams to diagnose and resolve problems
Articulate market requests and needs to Engineering and Product organizations in clear, concise manner
Contribute towards solution design and technical documentation
Remain current in industry and technology trends
HOW WE VALUE OUR EMPLOYEES*
You will always be heard, decisions are collaborative
Competitive compensation
Challenging and rewarding work
Generous benefits package
Work with an incredible team of smart and mission-driven people
Job Type: Full-time

Pay: $0.00 per year

Experience:
sdk: 3 years (Preferred)
solutions engineering: 5 years (Preferred)
api: 3 years (Preferred)
Language:
Spanish (Required)
Work authorization:
United States (Required)
Required travel:
25% (Required)
Application Question:
Will you now, or in the future, require employment visa sponsorship?
Paid Training:
Yes
Management:
Team Lead
Typical start time:
8AM
Typical end time:
5PM
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Company's website:
acuant.com
Company's Facebook page:
https://www.facebook.com/acuantcorp/
Work Remotely:
Yes",5.0,"Acuant
5.0","Palo Alto, CA",,51 to 200 Employees,1999,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,
Software Developer,$10-$26 Per Hour(Glassdoor est.),"Job Location
Scottsdale, AZ or Remote

Job Description
Allstate Identity Protection provides industry-leading employee identity protection and advanced threat intelligence that enable its clients to combat an ever-changing cyber threat landscape. Our headquarters is in Scottsdale, Arizona. We are passionate about our culture and offer team members rewarding opportunities in a fast-growing, dynamic environment.

Summary/Objective
Allstate Identity Protection is one of the leading providers of cyber threat intelligence solutions. Our priority is to maintain the security of our participants. We are looking for full-stack Javascript developers who can help develop a new line of web-based products related to participant privacy. The best candidates will have experience building React UI components using modern best practices in design, implementation, and testing considerations as well as integration with Python and JS-based back ends.

Essential Functions
• Work with a small team of engineers, to ensure product delivery and best engineering practices.
• Develop solutions to deliver privacy features via internal and externally-exposed APIs.
• Enhance existing privacy-related data administration portal.
• Setup continuous delivery process to enable continuous iteration on solutions.
• Work in an agile, highly collaborative and agile environment with a lean team.
• Customize and adapt to engineering best practices tools and applications like JIRA, Confluence, Postman, etc.
• Help support team in resolving the customer issues related to the product.
• Review code, lead refactoring activities, provide guidance from technical perspective for all members of a project.
• Train and mentor new team members.

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Competencies
• Business Acumen
• Communication
• Consultation
• Critical Evaluation
• Ethical Practice
• Global & Cultural Awareness
• Technical Capacity

Supervisory Responsibility
This position does not necessarily have direct reports but will require strong teamwork and may require support or management of external off-shore/third party teams.

Work Environment
This job offers remote work or you can work within one of our professional office environments.

Position Type/Expected Hours of Work
This is a full-time position. Days and hours of work are Monday through Friday, 8:30 a.m. to 5 p.m. Remote work from home.

Travel
Travel is primarily local during the business day, although some out-of-area and overnight travel may be expected.

Required Education, Experience, and Skills
• 5-8 years Javascript experience building products/solutions that are performant with big data sets. Experience with Node.js and React.js, Vue.js, or Angular.js
• In-depth understanding of user authentication flows and session management
• Strong experience working with GitFlow
• Familiarity with Test Driven Development practices
• Strong written and verbal communication skills
• Solid understanding of application vulnerabilities and security
• Experience working in a team utilizing an agile approach
• Strong analytical, problem solving skills, excellent verbal and written communication skills
• Self-starter with excellent interpersonal, motivational, and facilitation skills
• Bachelor’s Degree in Computer Science or other technical field a plus; equivalent experience will be considered
• Strong, proven problem-solving skills with the ability to quickly analyze the most expedient method to recover business operations
• Must be committed to a culture of continuous improvement
• Exceptional customer service skills, in addition to extensive experience working in a team-oriented, collaborative environment.
• Must be able to communicate effectively with users, executives and senior leaders at all levels
• Ability to effectively prioritize and execute tasks
• Passionate about technology. Loves to explain the technology and has a gift for concisely explaining complex topics
• Able to develop and maintain effective working relationships with individuals with both technical and non-technical staff.
• Excellent skills in critical thinking and analysis, meeting facilitation, verbal and written communications, and interpersonal interactions (e.g., partnering, conflict management, mediation, etc.).

AAP/EEO Statement
InfoArmor is an Equal Opportunity Employer

Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Other Duties
#Req319.321",3.8,"InfoArmor
3.8",Remote,,201 to 500 Employees,,Company - Private,Security Services,Business Services,$100 to $500 million (USD),
